v,p,t,w,a,h,cruise
250.66609,18.44594,-8.79383,36094.41797,0.26723,12995.55078,0
250.30586,18.44594,-8.79382,36093.94531,0.27718,12995.5459,0
249.95073,18.44594,-8.79382,36093.46875,0.28692,12995.5459,0
249.60213,18.44594,-8.79383,36092.99219,0.29683,12995.5498,0
249.25116,18.44594,-8.79384,36092.51562,0.3065,12995.55664,0
248.90382,18.44593,-8.79386,36092.04688,0.31632,12995.56641,0
248.5634,18.44592,-8.79388,36091.56641,0.32608,12995.57715,0
248.22488,18.44591,-8.79391,36091.09375,0.33553,12995.59082,0
247.88647,18.4459,-8.79394,36090.61719,0.34508,12995.60547,0
247.5578,18.44589,-8.79397,36090.14453,0.35457,12995.62207,0
247.23103,18.44588,-8.794,36089.66797,0.36419,12995.63965,0
246.90695,18.44587,-8.79404,36089.19141,0.3734,12995.66016,0
246.58746,18.44585,-8.79409,36088.71875,0.38283,12995.68164,0
246.27029,18.44583,-8.79414,36088.24609,0.39184,12995.70605,0
245.9534,18.44582,-8.79418,36087.76953,0.40114,12995.73145,0
245.64128,18.4458,-8.79423,36087.29297,0.41019,12995.75684,0
245.33272,18.44578,-8.79429,36086.81641,0.41928,12995.78223,0
245.02472,18.44576,-8.79434,36086.33984,0.42839,12995.80859,0
244.72064,18.44574,-8.79439,36085.86328,0.4375,12995.83594,0
244.41956,18.44572,-8.79444,36085.38672,0.44612,12995.8623,0
244.11923,18.44571,-8.7945,36084.91406,0.45547,12995.88965,0
243.8243,18.44568,-8.79455,36084.43359,0.4642,12995.91797,0
243.53064,18.44566,-8.79461,36083.96094,0.47298,12995.94727,0
243.2393,18.44564,-8.79467,36083.48438,0.48187,12995.97656,0
242.952,18.44562,-8.79473,36083.01172,0.49037,12996.00684,0
242.66924,18.4456,-8.79479,36082.53906,0.49897,12996.03613,0
242.35062,18.44558,-8.79484,36082.07812,0.51217,12996.06543,0
241.78957,18.44554,-8.79496,36081.68359,0.52612,12996.125,0
241.21413,18.44554,-8.79498,36081.29688,0.54128,12996.12988,0
240.65169,18.44563,-8.7947,36080.92188,0.56147,12995.98926,0
240.09818,18.44583,-8.79415,36080.73047,0.58552,12995.70605,0
239.54553,18.44609,-8.7934,36080.35547,0.61046,12995.32812,0
238.99757,18.44638,-8.7926,36079.98047,0.63421,12994.9209,0
238.45074,18.44664,-8.79184,36079.60156,0.65579,12994.53906,0
237.90788,18.44687,-8.7912,36079.22656,0.67494,12994.21777,0
237.36925,18.44704,-8.79071,36078.84375,0.69213,12993.97266,0
236.82562,18.44716,-8.79036,36078.46484,0.70832,12993.79492,0
236.29178,18.44725,-8.79012,36078.07812,0.72423,12993.6748,0
235.75494,18.44731,-8.78996,36077.69141,0.74034,12993.59277,0
235.2236,18.44735,-8.78984,36077.30859,0.75665,12993.53516,0
234.70189,18.44738,-8.78975,36076.93359,0.7735,12993.48926,0
234.1595,18.44741,-8.78966,36076.55078,0.79194,12993.44531,0
233.64139,18.44744,-8.7896,36076.16797,0.8121,12993.41113,0
0.46546,29.03662,15.18811,39077.00391,-88.75086,869.90234,0
0.6765,29.03581,15.18647,39076.74219,-89.06437,870.7345,0
2.14407,29.03571,15.18626,39076.08594,-0.81124,870.8244,0
7.58389,29.03568,15.18621,39075.16406,-0.65315,870.85016,0
13.41195,29.03565,15.18615,39074.17578,-0.86217,870.88007,0
18.72341,29.03565,15.18614,39073.74219,-0.83556,870.8844,0
18.72341,29.03565,15.18614,39073.74219,-0.83556,870.8844,0
18.72341,29.03565,15.18614,39073.74219,-0.83556,870.8844,0
21.42369,29.03566,15.18617,39073.30859,-0.91288,870.86884,0
26.96905,29.03575,15.18634,39072.32422,-0.85132,870.78107,0
32.43792,29.03586,15.18657,39071.40234,-0.76907,870.66614,0
37.73967,29.03584,15.18654,39070.48438,-0.77344,870.68475,0
42.84121,29.03569,15.18622,39069.57031,-0.8366,870.8446,0
47.84268,29.03566,15.18617,39068.58984,-0.85182,870.86829,0
52.69817,29.03581,15.18647,39067.61328,-0.77169,870.7196,0
57.39452,29.03576,15.18636,39066.69922,-0.81516,870.77545,0
61.96428,29.03572,15.18627,39065.78125,-0.81323,870.81708,0
66.41544,29.03571,15.18627,39064.86719,-0.79794,870.81921,0
70.71057,29.03575,15.18634,39063.95703,-0.81243,870.78326,0
74.88103,29.03575,15.18634,39063.11328,-0.87163,870.78613,0
78.04293,29.03575,15.18634,39062.25781,-0.74475,870.78357,0
81.04939,29.03572,15.18629,39061.41406,-0.84003,870.81006,0
83.9837,29.03572,15.18628,39060.56641,-0.83738,870.81506,0
86.82402,29.03572,15.18627,39059.71484,-0.83709,870.81647,0
89.60463,29.03571,15.18627,39058.86719,-0.81982,870.8208,0
92.29427,29.03571,15.18626,39057.95703,-0.83605,870.8244,0
94.94244,29.0357,15.18625,39057.04688,-0.83898,870.82983,0
97.50037,29.0357,15.18624,39056.12891,-0.805,870.83453,0
99.12493,29.0357,15.18624,39055.21094,-0.81755,870.83203,0
101.55973,29.03569,15.18623,39054.23438,-0.82134,870.84131,0
103.94328,29.03569,15.18622,39053.25,-0.83557,870.84253,0
106.27515,29.03568,15.18621,39052.27344,-0.81226,870.84943,0
108.54582,29.03569,15.18621,39051.29688,-0.83282,870.84772,0
110.54479,29.03568,15.18621,39050.80469,-0.85238,870.84943,0
112.71262,29.03568,15.18621,39049.95703,-0.83069,870.85144,0
114.81686,29.03568,15.18621,39048.97266,-0.81468,870.85071,0
116.68666,29.0357,15.18624,39047.99219,-0.79954,870.8313,0
119.34158,19.24065,-6.55856,39047.17969,2.40955,11865.22461,0
222.41826,19.25552,-6.51701,39046.52344,0.12895,11844.34375,0
319.14365,19.25238,-6.52577,39045.96875,-0.08755,11848.89258,0
316.54672,19.23854,-6.56443,39045.41016,-0.106,11868.57617,0
217.04831,19.23701,-6.56873,39044.82812,0.09782,11870.42773,0
228.23756,19.24147,-6.55625,39044.16797,0.17482,11864.15918,0
229.0818,19.2472,-6.54026,39043.46094,0.00467,11856.00195,0
230.32433,19.25893,-6.50749,39042.80078,0.01986,11839.35547,0
231.94981,19.27657,-6.45822,39042.14062,0.01312,11814.37793,0
233.92577,19.29993,-6.39302,39041.52734,0.00424,11781.33984,0
236.22922,19.32887,-6.31227,39040.91406,-0.00402,11740.44727,0
238.81552,19.36295,-6.21721,39040.25391,-0.01365,11692.31738,0
241.6644,19.40211,-6.10807,39039.58984,-0.02309,11637.0791,0
244.73557,19.44594,-5.98598,39038.92578,-0.03309,11575.29395,0
248.01257,19.49437,-5.8512,39038.25781,-0.04297,11507.08691,0
251.45186,19.54691,-5.70508,39037.54297,-0.05292,11433.14746,0
255.01248,19.60314,-5.54885,39036.82812,-0.06246,11354.11719,0
258.6611,19.66262,-5.38376,39036.11328,-0.07187,11270.62012,0
279.96503,19.68844,-5.31213,39035.44141,-0.09032,11235.14844,0
279.4697,19.6871,-5.31586,39034.72266,-0.05865,11237.06836,0
278.84634,19.68307,-5.32704,39034.05078,-0.06689,11242.75195,0
278.09631,19.67653,-5.34518,39033.375,-0.06644,11251.95117,0
277.22574,19.66762,-5.3699,39032.65234,-0.06618,11264.47754,0
276.25546,19.65665,-5.40032,39031.98047,-0.06571,11279.8877,0
275.19278,19.64381,-5.43595,39031.26172,-0.06497,11297.92188,0
220.05325,19.6432,-5.43763,39030.58203,0.0153,11298.59961,0
176.33897,19.64428,-5.43466,39029.91016,0.51512,11297.07129,0
178.25281,19.6519,-5.41349,39029.23047,0.13916,11286.23145,0
181.23448,19.67148,-5.35918,39028.55859,0.11685,11258.62012,0
184.64572,19.70219,-5.274,39027.88672,7.15539,11215.48438,0
186.34534,19.72479,-5.21136,39027.21094,1.21917,11183.95703,0
189.05646,19.74831,-5.14619,39026.53906,4.19452,11150.95215,0
191.45773,19.7709,-5.08362,39025.91406,1.96825,11119.32812,0
194.20944,19.7957,-5.01494,39025.19141,2.65732,11084.61328,0
196.74298,19.8208,-4.94549,39024.51953,2.35454,11049.49805,0
199.3765,19.84607,-4.87556,39023.89453,2.22927,11014.12891,0
201.91693,19.87188,-4.80419,39023.22266,2.29351,10978.01465,0
204.22968,19.89713,-4.73441,39022.5,2.13705,10942.78906,0
206.57071,19.92165,-4.66664,39021.82422,2.14337,10908.48633,0
208.854,19.94658,-4.59777,39021.19531,1.91359,10873.64258,0
211.16946,19.9723,-4.52678,39020.47266,1.95323,10837.75391,0
213.49313,19.99893,-4.45329,39019.78906,2.01127,10800.56445,0
215.8261,20.02664,-4.37685,39019.11328,2.12749,10761.9082,0
218.06071,20.05454,-4.29994,39018.43359,2.19014,10723.03613,0
220.13637,20.08087,-4.22735,39017.75781,2.01427,10686.35254,0
222.08031,20.10531,-4.16004,39017.07422,1.71378,10652.34375,0
223.93303,20.1281,-4.09729,39016.39453,1.39903,10620.63184,0
225.74783,20.15003,-4.03691,39015.70703,1.13988,10590.11719,0
227.51785,20.17148,-3.97787,39015.07422,1.16907,10560.2666,0
229.17822,20.19222,-3.92081,39014.39453,1.28339,10531.42773,0
230.59615,20.21082,-3.86967,39013.75781,1.46437,10505.60938,0
231.74597,20.22598,-3.82798,39013.02734,1.46668,10484.57324,0
232.55237,20.23716,-3.79727,39012.33984,1.80199,10469.10449,0
232.84872,20.2423,-3.78313,39011.60156,2.12777,10462.04297,0
232.55531,20.23946,-3.79095,39010.91016,2.04996,10466.09961,0
231.85161,20.22909,-3.81945,39010.22656,1.59673,10480.58594,0
230.96629,20.21398,-3.86099,39009.53906,1.15447,10501.62695,0
230.05743,20.19699,-3.90771,39008.84766,0.86864,10525.25488,0
229.20717,20.18004,-3.95432,39008.16406,0.75386,10548.81934,0
228.44377,20.16401,-3.99844,39007.48438,0.72961,10571.10645,0
227.78271,20.14937,-4.03872,39006.84766,0.76901,10591.45996,0
227.19862,20.13591,-4.07576,39006.10938,0.84591,10610.17676,0
226.66908,20.12344,-4.11011,39005.42578,0.92772,10627.5332,0
226.17064,20.11148,-4.14303,39004.74609,0.99242,10644.17383,0
225.68568,20.09983,-4.17512,39004.06641,1.03894,10660.39453,0
225.21132,20.0884,-4.20662,39003.37891,1.07402,10676.32227,0
224.74075,20.07701,-4.23798,39002.69922,1.10042,10692.17871,0
224.27246,20.06565,-4.26931,39002.01562,1.12223,10708.01953,0
223.80429,20.05425,-4.30073,39001.33203,1.14184,10723.90332,0
223.34001,20.04286,-4.33212,39000.65234,1.1613,10739.77734,0
222.87831,20.03147,-4.36353,38999.96875,1.17979,10755.66113,0
222.4191,20.02009,-4.39493,38999.65234,1.19959,10771.53516,0
221.96225,20.00872,-4.42629,38998.97266,1.21787,10787.3877,0
221.50488,19.99733,-4.45771,38998.29297,1.23779,10803.27637,0
221.0538,19.98597,-4.48905,38997.60938,1.25777,10819.12109,0
220.60513,19.97461,-4.52042,38996.92578,1.27748,10834.98438,0
220.15872,19.96325,-4.55175,38996.24609,1.29736,10850.8252,0
219.71547,19.95189,-4.58312,38995.56641,1.31704,10866.68457,0
219.27196,19.94053,-4.61448,38994.88672,1.33672,10882.54297,0
218.83243,19.92918,-4.64585,38994.20312,1.35665,10898.4043,0
218.39333,19.91782,-4.67723,38993.52344,1.3753,10914.26953,0
217.95734,19.9065,-4.70851,38992.80078,1.39571,10930.09375,0
217.51907,19.89505,-4.74014,38992.17188,1.41609,10946.07715,0
217.08356,19.88365,-4.77166,38991.49219,1.43598,10962.01562,0
216.64857,19.87227,-4.80311,38990.81641,1.45634,10977.91992,0
216.21732,19.8609,-4.83455,38990.14062,1.47632,10993.8125,0
215.7906,19.84955,-4.86593,38989.46484,1.4967,11009.67969,0
215.36557,19.83821,-4.89729,38988.78906,1.51638,11025.53906,0
214.94165,19.82687,-4.92867,38988.11328,1.5367,11041.40625,0
214.52029,19.81553,-4.96005,38987.42969,1.55665,11057.26953,0
214.10031,19.80418,-4.99148,38986.75391,1.57783,11073.16016,0
213.68166,19.79284,-5.02287,38986.07812,1.59682,11089.02832,0
213.26292,19.78145,-5.0544,38985.40625,1.6173,11104.97559,0
212.8494,19.77013,-5.08576,38984.73047,1.63761,11120.82715,0
212.43359,19.7588,-5.11714,38984.05859,1.65804,11136.69531,0
212.02,19.74746,-5.14856,38983.38281,1.6786,11152.58105,0
211.61082,19.73613,-5.17993,38982.71094,1.69913,11168.44531,0
211.20007,19.72479,-5.21136,38982.03516,1.71991,11184.33594,0
210.79388,19.71348,-5.24271,38981.36328,1.74037,11200.18457,0
210.38809,19.70216,-5.27409,38980.69141,1.76102,11216.05273,0
209.98375,19.69082,-5.30554,38980.01953,1.78162,11231.96191,0
209.5778,19.67948,-5.337,38979.30078,1.80233,11247.85938,0
209.17711,19.66812,-5.3685,38978.63281,1.82343,11263.78711,0
208.77676,19.65681,-5.39989,38977.96484,1.84404,11279.66016,0
208.3772,19.64544,-5.43143,38977.25,1.865,11295.6123,0
207.97813,19.63408,-5.46297,38976.625,1.88596,11311.56055,0
207.58115,19.62273,-5.49445,38975.95312,1.90731,11327.47168,0
207.18394,19.61136,-5.52604,38975.33203,1.9282,11343.44141,0
206.79308,19.60005,-5.55743,38974.61719,1.94935,11359.31348,0
206.39883,19.58868,-5.58902,38973.99219,1.97052,11375.28418,0
206.00954,19.57731,-5.62061,38973.32422,1.99189,11391.25586,0
205.62009,19.56601,-5.652,38972.65234,2.01305,11407.12988,0
205.23032,19.55469,-5.68345,38972.03906,2.0343,11423.03516,0
204.83978,19.54332,-5.71506,38971.32422,2.05599,11439.01172,0
204.45337,19.53199,-5.74657,38970.66016,2.07767,11454.95703,0
204.06741,19.52065,-5.77809,38969.94531,2.09924,11470.8916,0
203.68228,19.50929,-5.80968,38969.32031,2.12092,11486.85742,0
203.29639,19.49794,-5.84127,38968.60938,2.14303,11502.82715,0
202.9122,19.4866,-5.87281,38967.89453,2.16507,11518.78223,0
202.53407,19.4753,-5.90426,38967.28125,2.18668,11534.67871,0
202.15105,19.464,-5.93569,38966.61328,2.20864,11550.56738,0
201.77263,19.45272,-5.96711,38965.94922,2.23039,11566.4541,0
201.39366,19.4414,-5.99861,38965.28516,2.25298,11582.38184,0
201.01759,19.43011,-6.03007,38964.61719,2.27487,11598.28906,0
200.64194,19.4188,-6.06156,38964.00391,2.29709,11614.21191,0
200.26715,19.40746,-6.09314,38963.29297,2.31946,11630.17969,0
199.89449,19.3962,-6.12452,38962.67578,2.34155,11646.04492,0
199.51917,19.38487,-6.1561,38962.01562,2.36441,11662.00879,0
199.14821,19.37365,-6.18737,38961.35547,2.38682,11677.8291,0
198.77469,19.36233,-6.21893,38960.73828,2.40961,11693.7793,0
198.40369,19.35107,-6.25034,38960.08203,2.43215,11709.65918,0
198.03261,19.33977,-6.28186,38959.46484,2.45514,11725.59668,0
197.66443,19.32851,-6.31326,38958.80469,2.47804,11741.47363,0
197.29749,19.31726,-6.34464,38958.14453,2.50094,11757.33887,0
196.93167,19.30598,-6.37612,38957.53125,2.52373,11773.25488,0
196.56532,19.29473,-6.40753,38956.82422,2.54687,11789.1377,0
196.20003,19.28345,-6.43902,38956.16797,2.5699,11805.0625,0
195.83243,19.27214,-6.47059,38955.50781,2.59347,11821.02539,0
195.46828,19.26088,-6.50205,38954.84375,2.61678,11836.9375,0
195.10738,19.2497,-6.53327,38954.1875,2.64019,11852.73438,0
194.7411,19.23838,-6.56489,38953.53125,2.66365,11868.71094,0
194.37953,19.22712,-6.59635,38952.86719,2.68755,11884.60938,0
194.01779,19.21595,-6.62759,38952.21094,2.71132,11900.41504,0
193.65662,19.20472,-6.65898,38951.59766,2.73529,11916.29004,0
193.29367,19.19344,-6.69051,38950.98828,2.75926,11932.21875,0
192.92957,19.18219,-6.72197,38950.33203,2.78375,11948.13379,0
192.56781,19.17092,-6.75349,38949.62891,2.8083,11964.06445,0
192.20876,19.1597,-6.78488,38949.01953,2.83254,11979.93457,0
191.84923,19.14847,-6.81628,38948.36328,2.8569,11995.81348,0
191.49135,19.13725,-6.8477,38947.75781,2.88162,12011.69922,0
191.12933,19.12601,-6.87915,38947.14453,2.90606,12027.59863,0
190.77405,19.11481,-6.9105,38946.53906,2.93102,12043.4502,0
190.41394,19.10355,-6.94203,38945.92969,2.95585,12059.38867,0
190.05693,19.09232,-6.97349,38945.32422,2.98097,12075.29492,0
189.69804,19.08111,-7.00488,38944.66797,3.00552,12091.16602,0
189.34033,19.06987,-7.03639,38943.97266,3.03156,12107.09766,0
188.98418,19.0587,-7.06768,38943.26953,3.05696,12122.92285,0
188.6275,19.04749,-7.09911,38942.57422,3.08264,12138.81055,0
188.27051,19.03629,-7.13049,38941.92188,3.10831,12154.67578,0
188.19348,19.02511,-7.16183,38941.15625,2.98041,12170.52148,0
188.72978,19.01419,-7.19245,38940.12891,2.85896,12186.00293,0
189.27776,19.00368,-7.22192,38939.16406,2.71985,12200.89551,0
189.88127,18.99396,-7.2492,38938.20703,2.61267,12214.67773,0
190.5733,18.98528,-7.27356,38937.24609,2.54817,12226.98145,0
191.35049,18.97774,-7.29471,38936.28906,2.51638,12237.65723,0
192.21162,18.9713,-7.3128,38935.33594,2.50261,12246.79102,0
193.1403,18.96584,-7.32811,38934.33594,2.49534,12254.52441,0
194.11824,18.96121,-7.3411,38933.33984,2.48572,12261.08203,0
195.12851,18.95725,-7.35223,38932.39062,2.46903,12266.69922,0
196.16573,18.95378,-7.36195,38931.47656,2.44287,12271.61035,0
197.21497,18.95072,-7.37055,38930.48047,2.40796,12275.95215,0
198.27489,18.94795,-7.37833,38929.49219,2.36534,12279.88574,0
199.34131,18.94542,-7.38543,38929.03516,2.31714,12283.47168,0
200.40793,18.94311,-7.39193,38928.12109,2.26613,12286.75781,0
201.48221,18.94097,-7.39792,38927.12891,2.2132,12289.7832,0
202.55545,18.93902,-7.4034,38926.21484,2.16092,12292.5498,0
203.63226,18.93724,-7.4084,38925.25781,2.10762,12295.07617,0
204.70622,18.93564,-7.41289,38924.34766,2.05677,12297.3457,0
205.78348,18.9342,-7.41694,38923.39453,2.00666,12299.39258,0
206.86142,18.93291,-7.42056,38922.4375,1.9575,12301.2207,0
207.93806,18.93176,-7.42379,38921.48828,1.90922,12302.84961,0
209.00818,18.93075,-7.42663,38920.48828,1.86212,12304.28516,0
210.07521,18.92986,-7.42914,38919.48828,1.81536,12305.55078,0
211.14574,18.92907,-7.43136,38918.53125,1.76939,12306.67383,0
212.21011,18.92837,-7.43331,38917.58203,1.72324,12307.66016,0
213.26134,18.92777,-7.43501,38916.62891,1.6789,12308.51562,0
214.30832,18.92724,-7.43649,38915.67188,1.6348,12309.26562,0
215.34114,18.92678,-7.43777,38914.71875,1.59154,12309.91211,0
216.37639,18.92638,-7.43889,38913.76172,1.5491,12310.47559,0
217.40001,18.92605,-7.43984,38912.84766,1.50706,12310.95801,0
218.41075,18.92576,-7.44065,38911.85547,1.46603,12311.36719,0
219.41522,18.92551,-7.44134,38910.89844,1.4257,12311.71484,0
220.4119,18.92531,-7.44192,38909.9375,1.38617,12312.00586,0
221.40471,18.92514,-7.4424,38908.94531,1.34678,12312.24609,0
222.3826,18.925,-7.44278,38908.02734,1.22852,12312.44141,0
223.35321,18.92499,-7.44281,38907.10938,1.27387,12312.45508,0
224.31247,18.92491,-7.44304,38906.15234,1.24036,12312.56836,0
225.26382,18.92482,-7.44329,38905.16016,1.19994,12312.69629,0
226.19688,18.92475,-7.44349,38904.19922,1.16237,12312.7998,0
227.12976,18.9247,-7.44362,38903.23828,1.12714,12312.8623,0
228.05115,18.92469,-7.44366,38902.28516,1.09378,12312.88184,0
228.96045,18.9247,-7.44362,38901.28906,1.06152,12312.8623,0
229.82301,18.92474,-7.44352,38900.32812,1.03143,12312.8125,0
230.7115,18.92479,-7.44338,38899.32812,1.00069,12312.73926,0
231.59319,18.92485,-7.4432,38898.37109,0.96976,12312.64844,0
232.46704,18.92492,-7.44299,38897.45703,0.93968,12312.54492,0
233.32886,18.925,-7.44277,38896.45703,0.90995,12312.43457,0
234.17719,18.92508,-7.44254,38895.45703,0.88089,12312.31738,0
234.96626,18.92528,-7.442,38892.96875,0.85358,12312.04199,0
235.7991,18.92545,-7.44153,38890.98047,0.82605,12311.80273,0
236.6167,18.9256,-7.44109,38889.07812,0.79898,12311.58301,0
237.42789,18.92575,-7.44068,38887.16016,0.77206,12311.37598,0
238.22546,18.92588,-7.4403,38885.24219,0.74568,12311.18262,0
239.01379,18.926,-7.43995,38883.24219,0.72368,12311.00781,0
239.78711,18.92608,-7.43974,38881.32812,0.69927,12310.89941,0
240.55571,18.9261,-7.43968,38879.41406,0.673,12310.86914,0
241.3064,18.92609,-7.43972,38877.50781,0.64673,12310.89258,0
242.05357,18.92606,-7.43979,38875.58594,0.62132,12310.92871,0
242.77769,18.92605,-7.43982,38873.68359,0.59826,12310.94043,0
243.4118,18.92608,-7.43974,38871.85547,0.5787,12310.90137,0
244.03165,18.92619,-7.43944,38870.04297,0.5589,12310.74707,0
244.64343,18.92641,-7.43882,38868.23438,0.54325,12310.42969,0
245.2542,18.92672,-7.43794,38866.49219,0.52882,12309.98633,0
245.85706,18.92707,-7.43695,38864.61719,0.51478,12309.48828,0
246.45436,18.92741,-7.43601,38862.73828,0.50022,12309.01367,0
247.04686,18.92769,-7.43523,38860.92578,0.48405,12308.61914,0
247.62856,18.92789,-7.43468,38859.10547,0.46641,12308.33887,0
248.19762,18.92801,-7.43434,38857.28906,0.44806,12308.16992,0
248.76024,18.92806,-7.43417,38855.53516,0.43011,12308.08496,0
249.29025,18.92791,-7.4346,38853.71875,0.67376,12308.31641,0
249.64056,18.92467,-7.4437,38851.91016,0.82652,12312.97754,0
249.80032,18.91597,-7.46815,38850.16016,0.9135,12325.41016,0
249.67,18.90025,-7.51231,38848.40234,1.23475,12347.85547,0
249.16455,18.87405,-7.58593,38846.64062,1.17861,12385.22363,0
248.40167,18.83806,-7.68714,38844.89844,0.91859,12436.51074,0
247.51988,18.79593,-7.8057,38843.02734,0.68679,12496.50586,0
246.59903,18.75075,-7.93293,38841.29297,0.53528,12560.8291,0
245.70982,18.70548,-8.0605,38839.43359,0.45589,12625.32812,0
244.87283,18.66119,-8.18543,38837.69531,0.37796,12688.47656,0
244.16837,18.6196,-8.3028,38835.83984,0.14837,12747.76758,0
243.70174,18.58364,-8.40434,38834.10547,-0.04729,12799.02637,0
243.52202,18.55617,-8.48198,38832.32422,-0.12438,12838.16309,0
243.64932,18.53787,-8.5337,38830.53906,-0.07198,12864.19434,0
244.05476,18.52832,-8.56071,38828.75781,0.08003,12877.75488,0
244.64047,18.52556,-8.56851,38826.97266,0.27754,12881.62695,0
245.31042,18.52697,-8.56453,38825.25391,0.46969,12879.58008,0
245.98364,18.52995,-8.55611,38823.46875,0.61523,12875.31738,1
246.5994,18.53239,-8.5492,38821.67969,0.6932,12871.84375,1
247.13162,18.53303,-8.5474,38819.83594,0.70401,12870.95801,1
247.58943,18.53148,-8.55179,38818.05078,0.66113,12873.2041,1
247.99388,18.52806,-8.56144,38816.27344,0.58736,12878.10059,1
248.37393,18.52356,-8.57419,38814.42578,0.50505,12884.55664,1
248.76013,18.51887,-8.58745,38812.63672,0.43408,12891.25684,1
249.16846,18.51478,-8.599,38810.80078,0.38524,12897.08887,1
249.61563,18.51178,-8.6075,38809.01172,0.36103,12901.36719,1
250.09471,18.51004,-8.61242,38807.22656,0.35848,12903.8418,1
250.60155,18.50942,-8.61418,38805.38672,0.36929,12904.71777,1
251.12239,18.50961,-8.61364,38803.60547,0.38511,12904.43848,1
251.64333,18.51021,-8.61194,38801.82031,0.39795,12903.57422,1
252.1517,18.51086,-8.61011,38800.04297,0.40299,12902.65039,1
252.64568,18.51129,-8.60888,38798.26172,0.39814,12902.03516,1
253.11995,18.51138,-8.60863,38797.33594,0.38424,12901.91504,1
253.57744,18.51112,-8.60936,38795.55469,0.36412,12902.28516,1
254.02629,18.51061,-8.61081,38793.76953,0.3409,12903.01855,1
254.47105,18.50998,-8.61258,38791.98828,0.31829,12903.91699,1
254.91148,18.50938,-8.61429,38790.19922,0.29855,12904.7793,1
255.34824,18.50891,-8.61563,38788.47656,0.28293,12905.45312,1
255.78769,18.50862,-8.61644,38786.75781,0.27041,12905.86426,1
256.22806,18.50852,-8.61672,38784.97266,0.26152,12906.00391,1
256.66559,18.50857,-8.61658,38783.12891,0.25404,12905.92969,1
257.10297,18.50871,-8.61617,38781.28906,0.24678,12905.7207,1
257.53528,18.50889,-8.61567,38779.50781,0.2386,12905.46973,1
257.95981,18.50904,-8.61524,38777.72266,0.2296,12905.24902,1
258.37863,18.50915,-8.61495,38775.99609,0.21914,12905.10449,1
258.7872,18.50918,-8.61484,38774.14844,0.20753,12905.04883,1
259.19098,18.50917,-8.61487,38772.30469,0.19498,12905.06934,1
259.59015,18.50913,-8.615,38770.57812,0.18295,12905.13281,1
259.98273,18.50908,-8.61514,38768.73438,0.17119,12905.20605,1
260.37167,18.50904,-8.61526,38766.88672,0.16011,12905.26172,1
260.75885,18.50902,-8.61529,38765.03906,0.14984,12905.27832,1
261.14084,18.50904,-8.61524,38763.25391,0.14008,12905.25195,1
261.52075,18.50909,-8.61511,38761.40625,0.13096,12905.18652,1
261.89548,18.50915,-8.61493,38759.68359,0.12203,12905.0957,1
262.26303,18.50922,-8.61473,38757.89062,0.11342,12904.99512,1
262.62814,18.50929,-8.61454,38756.11328,0.10446,12904.89746,1
262.98761,18.50935,-8.61436,38754.33203,0.09553,12904.80957,1
263.34119,18.5094,-8.61422,38752.48828,0.08652,12904.7373,1
263.69205,18.50944,-8.6141,38750.70703,0.07754,12904.67676,1
264.03845,18.50948,-8.614,38748.98438,0.0685,12904.62695,1
264.3779,18.50951,-8.61392,38747.26172,0.0598,12904.58398,1
264.71198,18.50954,-8.61383,38745.41797,0.05125,12904.54102,1
265.04599,18.50957,-8.61375,38743.69531,0.04287,12904.49805,1
265.37558,18.50959,-8.61368,38742.83984,0.0351,12904.46582,1
265.70093,18.50962,-8.6136,38741.97266,0.02752,12904.4248,1
266.02155,18.50965,-8.61351,38741.08203,0.01984,12904.37988,1
266.33954,18.50969,-8.61342,38740.19141,0.01237,12904.33203,1
266.65091,18.50972,-8.61333,38739.29688,0.0048,12904.28613,1
266.74237,18.50975,-8.61325,38738.5,0.01742,12904.24707,1
266.62787,18.50976,-8.61321,38737.84766,0.00519,12904.22754,1
266.52631,18.50988,-8.61287,38737.13281,0.00683,12904.0498,1
266.43408,18.51015,-8.61212,38736.48828,0.01513,12903.66895,1
266.35007,18.51052,-8.61104,38735.77344,0.0257,12903.12793,1
266.26822,18.51095,-8.60983,38735.09375,0.03597,12902.51465,1
266.18436,18.51137,-8.60865,38734.45312,0.04361,12901.91504,1
266.09872,18.51174,-8.60761,38733.80469,0.04873,12901.38965,1
266.00867,18.51204,-8.60677,38733.12891,0.05114,12900.96777,1
265.91492,18.51225,-8.60615,38732.44922,0.05179,12900.6543,1
265.81848,18.51241,-8.60571,38731.76953,0.05175,12900.43555,1
265.72083,18.51251,-8.60542,38731.05469,0.05145,12900.28516,1
265.62506,18.51259,-8.6052,38730.33984,0.05176,12900.1748,1
265.52747,18.51266,-8.60502,38729.69141,0.05281,12900.08496,1
265.43185,18.51271,-8.60485,38729.01562,0.05436,12899.99902,1
265.33801,18.51278,-8.60468,38728.33594,0.05642,12899.91113,1
265.24612,18.51284,-8.60449,38727.69531,0.05891,12899.81738,1
265.15506,18.51291,-8.6043,38727.01953,0.06145,12899.72168,1
265.06427,18.51297,-8.60412,38726.30078,0.06413,12899.62891,1
264.9736,18.51303,-8.60395,38725.58203,0.06669,12899.54395,1
264.88336,18.51309,-8.6038,38724.90625,0.06878,12899.46875,1
264.79343,18.51313,-8.60367,38724.23047,0.07112,12899.40332,1
264.70621,18.51317,-8.60357,38723.51172,0.07292,12899.35059,1
