v,p,t,w,a,h,cruise
222.50017,15.74522,-16.62799,38858.13281,3.48857,16956.50781,0
223.08018,15.74892,-16.61696,38857.30469,3.4112,16951.04297,0
223.28371,15.7468,-16.62328,38856.47266,2.99802,16954.33594,0
223.28578,15.74042,-16.64223,38855.64453,2.52043,16963.96875,0
223.22935,15.73191,-16.66756,38854.82031,2.11011,16976.79492,0
223.21648,15.72287,-16.69442,38853.98828,1.81736,16990.38086,1
223.30925,15.71458,-16.7191,38853.15625,1.65614,17002.82812,1
223.53275,15.70772,-16.73949,38852.32031,1.60402,17013.11328,1
223.87054,15.70256,-16.75485,38851.49609,1.62369,17020.85742,1
224.31511,15.69885,-16.76589,38850.66406,1.66676,17026.4082,1
224.83363,15.69647,-16.77298,38849.83594,1.72487,17029.97266,1
225.4075,15.69507,-16.77714,38849.00391,1.78691,17032.0625,1
226.00584,15.69437,-16.77923,38848.17969,1.85344,17033.10742,1
226.60434,15.69403,-16.78024,38847.34766,1.89572,17033.61523,1
227.18317,15.69373,-16.78113,38846.51562,1.88968,17034.06641,1
227.7502,15.69318,-16.78275,38845.6875,1.83722,17034.89648,1
228.30136,15.6924,-16.78508,38844.85547,1.789,17036.07617,1
228.84724,15.69154,-16.78766,38844.02734,1.75588,17037.37891,1
229.39372,15.69073,-16.79005,38843.19531,1.73738,17038.58398,1
229.94228,15.69008,-16.79198,38842.36719,1.73357,17039.55859,1
230.48338,15.6896,-16.79344,38841.53906,1.73061,17040.29688,1
231.02841,15.68921,-16.7946,38840.70703,1.72565,17040.87695,1
231.56992,15.68888,-16.79556,38839.875,1.71658,17041.36523,1
232.10783,15.68856,-16.79653,38839.05469,1.69759,17041.85352,1
232.63313,15.6882,-16.7976,38838.21875,1.67118,17042.39453,1
233.15417,15.68779,-16.79882,38837.38672,1.64002,17043.01758,1
233.66481,15.68734,-16.80016,38836.55859,1.60709,17043.69336,1
234.17514,15.68687,-16.80154,38835.72656,1.57469,17044.39062,1
234.68332,15.68642,-16.80288,38834.89062,1.54443,17045.06641,1
235.19299,15.68601,-16.8041,38834.0625,1.51721,17045.68359,1
235.70366,15.68566,-16.80515,38833.23047,1.49274,17046.21289,1
236.21542,15.68538,-16.806,38832.40234,1.47081,17046.64062,1
236.72676,15.68515,-16.80665,38831.57031,1.45081,17046.9707,1
237.23558,15.68499,-16.80713,38830.73828,1.43219,17047.21094,1
237.74359,15.68488,-16.80746,38829.91016,1.41417,17047.375,1
238.24994,15.68481,-16.80767,38829.07812,1.39675,17047.48047,1
238.75198,15.68477,-16.80779,38828.24609,1.37888,17047.54297,1
239.24982,15.68475,-16.80786,38827.42188,1.36125,17047.57422,1
239.74455,15.68475,-16.80788,38826.58984,1.3434,17047.58594,1
240.23181,15.68475,-16.80787,38825.75781,1.32546,17047.58398,1
240.71851,15.68475,-16.80785,38824.91797,1.30745,17047.57227,1
241.19986,15.68476,-16.80782,38824.08984,1.28963,17047.55469,1
241.67436,15.68478,-16.80777,38823.26562,1.27222,17047.5332,1
242.14584,15.6848,-16.80772,38822.4375,1.25469,17047.50586,1
242.61282,15.68482,-16.80765,38821.60547,1.23755,17047.47266,1
243.07341,15.68484,-16.80758,38820.78125,1.22076,17047.43359,1
243.53056,15.68487,-16.80749,38819.94922,1.20433,17047.39062,1
243.98434,15.68491,-16.8074,38819.11719,1.18787,17047.3418,1
244.43387,15.68494,-16.80729,38818.28906,1.17181,17047.28906,1
244.88234,15.68498,-16.80718,38817.45312,1.15582,17047.23047,1
245.3222,15.68502,-16.80706,38816.62109,1.14023,17047.17188,1
245.75839,15.68506,-16.80693,38815.78906,1.12482,17047.10742,1
246.18811,15.6851,-16.80681,38814.96484,1.10967,17047.04297,1
246.61568,15.68515,-16.80667,38814.13281,1.09475,17046.97461,1
247.03952,15.6852,-16.80653,38813.30078,1.07999,17046.9043,1
247.45871,15.68524,-16.80639,38812.47266,1.06562,17046.83203,1
247.87491,15.68529,-16.80625,38811.64062,1.05129,17046.75977,1
248.2861,15.68534,-16.8061,38810.80859,1.03707,17046.68555,1
248.69324,15.68539,-16.80595,38809.97656,1.02313,17046.60938,1
249.09651,15.68544,-16.8058,38809.14844,1.00939,17046.53516,1
249.49518,15.68549,-16.80565,38808.31641,0.99597,17046.45898,1
249.89014,15.68554,-16.8055,38807.48438,0.98255,17046.38281,1
250.28098,15.68559,-16.80535,38806.65234,0.96944,17046.30469,1
250.66792,15.68564,-16.8052,38805.82422,0.95644,17046.23047,1
251.05087,15.68569,-16.80505,38804.99219,0.9437,17046.15234,1
251.43065,15.68575,-16.8049,38804.16016,0.93119,17046.07617,1
251.80568,15.6858,-16.80475,38803.33203,0.91865,17046.00195,1
252.17653,15.68585,-16.8046,38802.91406,0.90627,17045.92578,1
252.54439,15.6859,-16.80445,38802.08594,0.89445,17045.84961,1
252.9088,15.68595,-16.8043,38801.25,0.88244,17045.77734,1
253.26869,15.686,-16.80415,38800.41797,0.87077,17045.70312,1
253.62395,15.68604,-16.80401,38799.58594,0.85907,17045.62891,1
253.97679,15.68609,-16.80386,38798.76172,0.84779,17045.55664,1
254.32539,15.68614,-16.80372,38797.92578,0.83675,17045.48242,1
254.67088,15.68619,-16.80357,38797.09766,0.82558,17045.41016,1
255.01233,15.68624,-16.80343,38796.26562,0.81479,17045.33594,1
255.35074,15.68629,-16.80329,38795.42969,0.80405,17045.26562,1
255.68567,15.68633,-16.80315,38794.60156,0.79482,17045.19531,1
256.01505,15.68637,-16.80304,38793.77344,0.78473,17045.13672,1
256.34161,15.6864,-16.80295,38792.94141,0.77409,17045.09375,1
256.66415,15.68642,-16.80289,38792.10547,0.76336,17045.06445,1
256.98233,15.68643,-16.80285,38791.27734,0.75256,17045.04297,1
257.29791,15.68645,-16.80281,38790.44531,0.74231,17045.02344,1
257.61041,15.68646,-16.80276,38789.61328,0.73226,17045,1
257.92056,15.68648,-16.8027,38788.78125,0.72255,17044.96875,1
258.22665,15.68651,-16.80263,38787.95703,0.71443,17044.93164,1
258.52112,15.68649,-16.80269,38787.125,0.69852,17044.9668,1
258.80008,15.68631,-16.8032,38786.28906,0.669,17045.22656,1
259.06445,15.68604,-16.80402,38785.46484,0.6388,17045.64258,1
259.33374,15.68596,-16.80428,38784.625,0.63757,17045.76172,1
259.64664,15.68657,-16.80244,38783.79688,0.69884,17044.81445,1
260.01349,15.68832,-16.79722,38782.96484,0.87099,17042.15234,1
260.392,15.6911,-16.78897,38782.13672,1.0883,17037.96484,1
260.74222,15.69432,-16.77937,38781.30078,1.27917,17033.11133,1
261.02914,15.69734,-16.77039,38780.46484,1.41404,17028.58203,1
261.23569,15.69959,-16.76368,38779.63672,1.47374,17025.20703,1
261.36087,15.70075,-16.76025,38778.80469,1.46423,17023.49414,1
261.41943,15.70075,-16.76025,38777.97656,1.40448,17023.51562,1
261.43466,15.69975,-16.7632,38777.14844,1.31635,17025.02539,1
261.42999,15.69808,-16.76818,38776.3125,1.22437,17027.54688,1
261.42783,15.69608,-16.77413,38775.47656,1.14286,17030.56055,1
261.44324,15.69407,-16.78012,38774.65234,1.08177,17033.58984,1
261.48495,15.69227,-16.78548,38773.82031,1.04233,17036.29297,1
261.55536,15.69081,-16.78981,38772.98047,1.02288,17038.47266,1
261.6521,15.68975,-16.79297,38772.14844,1.01791,17040.06641,1
261.77087,15.68905,-16.79506,38771.3125,1.02179,17041.11328,1
261.90451,15.68865,-16.79626,38770.48438,1.03013,17041.71484,1
262.04724,15.68846,-16.79682,38769.64844,1.03843,17041.99805,1
262.19287,15.6884,-16.79698,38768.81641,1.04498,17042.07812,1
262.34018,15.68842,-16.79694,38767.98438,1.04777,17042.05664,1
262.48569,15.68845,-16.79684,38767.16016,1.04793,17042.00391,1
262.62839,15.68848,-16.79675,38766.32812,1.04546,17041.96094,1
262.76898,15.68849,-16.79672,38765.49609,1.04121,17041.94336,1
262.90585,15.68849,-16.79675,38764.66406,1.03603,17041.95703,1
263.04034,15.68846,-16.79682,38763.83203,1.03058,17041.99414,1
263.17328,15.68843,-16.79692,38763,1.025,17042.04297,1
263.3067,15.68839,-16.79702,38762.17188,1.01958,17042.09375,1
263.43683,15.68836,-16.7971,38761.33984,1.01545,17042.14062,1
263.56772,15.68834,-16.79718,38760.51172,1.01056,17042.17578,1
263.69757,15.68832,-16.79723,38759.67578,1.00804,17042.19922,1
263.82568,15.68824,-16.79747,38758.84766,0.98852,17042.32812,1
263.93872,15.68779,-16.79882,38758.01172,0.91539,17043.01953,1
264.03342,15.68667,-16.80215,38757.17969,0.79371,17044.71875,1
264.11215,15.68485,-16.80757,38756.35156,0.67279,17047.46875,1
264.18842,15.68253,-16.81448,38755.51953,0.5422,17050.96875,1
264.28925,15.68013,-16.82162,38754.6875,0.43409,17054.57617,1
264.43265,15.67812,-16.8276,38753.86328,0.36533,17057.58789,1
264.62952,15.67683,-16.83144,38753.03125,0.33764,17059.51562,1
264.8775,15.67638,-16.83278,38752.19531,0.34316,17060.17773,1
265.16733,15.6767,-16.83183,38751.36719,0.36858,17059.68164,1
265.48071,15.67759,-16.82916,38750.53516,0.40067,17058.32812,1
265.80099,15.67881,-16.82553,38749.70312,0.42928,17056.48828,1
266.11621,15.68012,-16.82163,38748.87109,0.44859,17054.51758,1
266.4176,15.68135,-16.81799,38748.03906,0.45633,17052.67578,1
266.69925,15.68238,-16.81492,38747.21094,0.45391,17051.12891,1
266.96487,15.68318,-16.81253,38746.37891,0.44395,17049.92383,1
267.21567,15.68377,-16.81078,38745.55078,0.42975,17049.04492,1
267.45383,15.68418,-16.80955,38744.72266,0.41422,17048.42578,1
267.68518,15.68448,-16.80867,38743.88672,0.39947,17047.98047,1
267.91159,15.68471,-16.80798,38743.05859,0.38697,17047.63281,1
268.13358,15.68492,-16.80736,38742.22656,0.37701,17047.32227,1
268.35345,15.68512,-16.80676,38741.39062,0.36919,17047.01562,1
268.57272,15.68534,-16.80612,38740.5625,0.36314,17046.69141,1
268.78983,15.68556,-16.80544,38739.72656,0.35821,17046.34961,1
269.00482,15.68579,-16.80476,38738.89453,0.35356,17046.00195,1
269.21677,15.68602,-16.80408,38738.0625,0.34901,17045.66211,1
269.42487,15.68623,-16.80344,38737.23438,0.34429,17045.33789,1
269.63083,15.68643,-16.80285,38736.39844,0.33924,17045.03906,1
269.83298,15.68661,-16.80232,38735.56641,0.33373,17044.77344,1
270.0314,15.68677,-16.80186,38734.73438,0.32821,17044.53906,1
270.22568,15.6869,-16.80145,38733.90625,0.32252,17044.33398,1
270.41782,15.68702,-16.80109,38733.07422,0.31678,17044.15234,1
270.60638,15.68713,-16.80077,38732.24219,0.31131,17043.99219,1
270.79382,15.68723,-16.80048,38731.41016,0.30591,17043.8457,1
270.97729,15.68732,-16.80022,38730.58203,0.30091,17043.71094,1
271.15884,15.6874,-16.79997,38729.75,0.29579,17043.58594,1
271.33859,15.68748,-16.79973,38728.92188,0.29102,17043.4668,1
271.5162,15.68756,-16.79951,38728.09766,0.28623,17043.35547,1
271.69171,15.68762,-16.7993,38727.26172,0.2816,17043.24805,1
271.86551,15.68769,-16.79911,38726.42969,0.27703,17043.15039,1
272.03625,15.68775,-16.79893,38725.59766,0.27245,17043.06055,1
272.20541,15.68781,-16.79876,38724.76172,0.26794,17042.97461,1
272.37134,15.68786,-16.79861,38723.93359,0.26354,17042.89648,1
272.53729,15.68791,-16.79846,38723.10156,0.25925,17042.82422,1
272.70004,15.68795,-16.79833,38722.26953,0.25492,17042.75781,1
272.86032,15.68799,-16.7982,38721.4375,0.25046,17042.69531,1
273.02014,15.68803,-16.79809,38720.60938,0.24631,17042.63477,1
273.17587,15.68807,-16.79798,38719.77734,0.24212,17042.58008,1
273.3298,15.6881,-16.79787,38718.94531,0.23801,17042.52734,1
273.48233,15.68814,-16.79778,38718.11719,0.23409,17042.47656,1
273.633,15.68817,-16.79768,38717.28516,0.23023,17042.42773,1
273.78192,15.6882,-16.79759,38716.45312,0.22638,17042.38477,1
273.92792,15.68823,-16.7975,38715.62109,0.22246,17042.33984,1
274.07355,15.68826,-16.79742,38714.78906,0.21887,17042.29688,1
274.21771,15.68829,-16.79734,38713.96484,0.21513,17042.25586,1
274.3605,15.68831,-16.79726,38713.13672,0.21132,17042.2168,1
274.50107,15.68834,-16.79719,38712.30859,0.20765,17042.17969,1
274.64072,15.68836,-16.79712,38711.48047,0.20428,17042.14453,1
274.77795,15.68838,-16.79705,38710.65234,0.20074,17042.11328,1
274.91391,15.6884,-16.79699,38709.82031,0.19708,17042.08203,1
275.04904,15.68842,-16.79693,38708.99219,0.19367,17042.05273,1
275.18152,15.68844,-16.79688,38708.16016,0.19025,17042.02148,1
275.31226,15.68846,-16.79682,38707.32812,0.18688,17041.99414,1
275.44138,15.68848,-16.79677,38706.49609,0.18347,17041.96484,1
275.57089,15.6885,-16.79671,38705.66797,0.18021,17041.93945,1
275.69791,15.68852,-16.79666,38704.83984,0.17704,17041.91211,1
275.82367,15.68853,-16.7966,38704.00391,0.17384,17041.88477,1
275.9234,15.68953,-16.79363,38703.58984,0.17785,17040.38086,1
276.03268,15.68956,-16.79356,38702.76562,0.17852,17040.3457,1
276.11105,15.68955,-16.79358,38702.34766,0.17345,17040.35742,1
275.9151,15.68949,-16.79376,38701.59375,0.19618,17040.44922,1
275.44269,15.68938,-16.79408,38701.0625,0.18664,17040.61133,1
274.98819,15.6894,-16.79402,38700.53125,0.19477,17040.57617,1
274.55176,15.68962,-16.79337,38700.00781,0.21299,17040.24609,1
274.12381,15.69,-16.79222,38699.48047,0.23538,17039.66406,1
273.70273,15.69049,-16.79079,38698.95312,0.25834,17038.93555,1
273.31152,15.69098,-16.7893,38698.42969,0.27682,17038.18359,1
272.92188,15.69145,-16.78792,38697.89453,0.29458,17037.48828,1
272.52383,15.69182,-16.78683,38697.36328,0.30636,17036.9375,1
272.12369,15.69208,-16.78604,38696.83203,0.31522,17036.54102,1
271.72305,15.69225,-16.78553,38696.30078,0.32229,17036.28516,1
271.32349,15.69236,-16.78523,38695.76562,0.32881,17036.13281,1
270.9256,15.69241,-16.78506,38695.23828,0.33597,17036.04688,1
270.52795,15.69244,-16.78496,38694.70312,0.34388,17035.99609,1
270.13751,15.69247,-16.78487,38694.17188,0.35295,17035.95312,1
269.74655,15.69251,-16.78477,38693.64062,0.36284,17035.9043,1
269.35959,15.69255,-16.78465,38693.10547,0.37368,17035.8418,1
268.97849,15.6926,-16.78451,38692.57812,0.38454,17035.76953,1
268.6022,15.69265,-16.78436,38692.04297,0.3953,17035.69336,1
268.23056,15.6927,-16.7842,38691.51172,0.40602,17035.61328,1
267.85947,15.69275,-16.78406,38690.98047,0.41692,17035.54297,1
267.49194,15.69279,-16.78394,38690.44922,0.42706,17035.48242,1
267.12695,15.69282,-16.78385,38689.91797,0.43722,17035.43359,1
266.76447,15.69284,-16.78378,38689.38672,0.44725,17035.39844,1
266.40485,15.69286,-16.78373,38688.85156,0.457,17035.37695,1
266.04709,15.69287,-16.7837,38688.31641,0.46686,17035.36328,1
265.69409,15.69287,-16.7837,38687.78906,0.47657,17035.35938,1
265.34305,15.69287,-16.7837,38687.25781,0.48614,17035.35938,1
264.99667,15.69287,-16.7837,38686.72656,0.49597,17035.36328,1
264.6521,15.69287,-16.78371,38686.19531,0.5056,17035.36719,1
264.31009,15.69286,-16.78372,38685.66016,0.51555,17035.37109,1
263.97296,15.69286,-16.78374,38685.13281,0.52511,17035.38086,1
263.63474,15.69285,-16.78376,38684.59766,0.53483,17035.38867,1
263.30081,15.69284,-16.78378,38684.0625,0.54477,17035.40039,1
262.96964,15.69283,-16.78381,38683.53125,0.5542,17035.41602,1
262.6438,15.69282,-16.78384,38682.99609,0.56362,17035.42969,1
262.31741,15.69281,-16.78387,38682.46094,0.57297,17035.44727,1
261.99368,15.6928,-16.78391,38681.92969,0.58256,17035.46484,1
261.67419,15.69279,-16.78394,38681.39453,0.59224,17035.48438,1
261.3584,15.69277,-16.78399,38680.86328,0.6014,17035.50586,1
261.04715,15.69276,-16.78403,38680.33203,0.61063,17035.52734,1
260.75708,15.69274,-16.78407,38679.79688,0.61903,17035.55078,1
260.45041,15.69273,-16.78412,38679.25781,0.62833,17035.57422,1
260.14386,15.69271,-16.78417,38678.73047,0.63741,17035.59961,1
259.86047,15.69269,-16.78422,38678.46484,0.64592,17035.625,1
259.55942,15.69267,-16.78428,38677.93359,0.65484,17035.6543,1
259.26212,15.69265,-16.78433,38677.39844,0.66387,17035.68164,1
258.96933,15.69264,-16.78438,38676.85938,0.67275,17035.70703,1
258.67776,15.69262,-16.78444,38676.32422,0.68161,17035.73438,1
258.38754,15.6926,-16.78449,38675.79297,0.69066,17035.75977,1
258.10278,15.69258,-16.78454,38675.25781,0.6991,17035.78711,1
257.81665,15.69257,-16.7846,38674.72266,0.70814,17035.81445,1
257.53537,15.69255,-16.78465,38674.19531,0.7168,17035.8418,1
257.25806,15.69253,-16.7847,38673.66406,0.72525,17035.87109,1
256.97867,15.69251,-16.78476,38673.13672,0.73391,17035.89648,1
256.70325,15.69249,-16.78481,38672.60156,0.74246,17035.92383,1
256.42795,15.69247,-16.78487,38672.07031,0.75104,17035.95312,1
256.06604,15.69245,-16.78493,38671.55859,0.77072,17035.98242,1
255.53914,15.69243,-16.78501,38671.13672,0.77861,17036.02148,1
255.01717,15.69246,-16.7849,38670.72266,0.79504,17035.9668,1
254.5043,15.69259,-16.78452,38670.30859,0.8167,17035.77344,1
253.99461,15.69279,-16.78391,38669.90625,0.83976,17035.46484,1
253.49101,15.69304,-16.78319,38669.50391,0.86288,17035.0957,1
252.98755,15.69329,-16.78243,38669.10156,0.88463,17034.71484,1
252.48924,15.69353,-16.78174,38668.69141,0.90413,17034.36719,1
251.98993,15.69372,-16.78116,38668.28125,0.92255,17034.07617,1
251.48677,15.69386,-16.78073,38667.875,0.94108,17033.85938,1
250.9888,15.69395,-16.78048,38667.47266,0.95594,17033.73242,1
250.49347,15.69399,-16.78037,38667.07422,0.96979,17033.67969,1
249.99724,15.69399,-16.78036,38666.66797,0.98367,17033.67188,1
249.50583,15.69398,-16.7804,38666.25781,0.99818,17033.69141,1
249.01622,15.69396,-16.78045,38665.85547,1.01368,17033.71875,1
248.53075,15.69394,-16.7805,38665.44531,1.02972,17033.74219,1
248.04584,15.69394,-16.78053,38665.03906,1.04641,17033.75586,1
247.57004,15.69393,-16.78053,38664.63672,1.06349,17033.75977,1
247.09877,15.69394,-16.78053,38664.23047,1.08044,17033.75586,1
246.62877,15.69394,-16.78051,38663.82422,1.09738,17033.74805,1
246.16277,15.69395,-16.78049,38663.41797,1.11421,17033.73828,1
245.69763,15.69395,-16.78048,38663.00781,1.13109,17033.73242,1
245.23476,15.69395,-16.78047,38662.60156,1.14776,17033.72656,1
244.7789,15.69395,-16.78047,38662.19922,1.16416,17033.72656,1
244.32582,15.69395,-16.78047,38661.79688,1.18055,17033.72852,1
243.87186,15.69395,-16.78048,38661.39062,1.19722,17033.73438,1
243.42627,15.69394,-16.7805,38660.99219,1.21348,17033.74219,1
242.98259,15.69394,-16.78052,38660.58203,1.22973,17033.75391,1
242.54269,15.69393,-16.78055,38660.17969,1.24593,17033.76758,1
242.10577,15.69392,-16.78057,38659.77344,1.26228,17033.78125,1
241.67229,15.69391,-16.78061,38659.375,1.27835,17033.79688,1
241.2403,15.6939,-16.78064,38658.96875,1.29451,17033.8125,1
240.81029,15.69388,-16.78067,38658.5625,1.3109,17033.83008,1
240.38264,15.69387,-16.78071,38658.16016,1.32721,17033.84961,1
239.95575,15.69386,-16.78075,38657.75781,1.34354,17033.86914,1
239.53635,15.69385,-16.78079,38657.35547,1.35963,17033.88867,1
239.11456,15.69383,-16.78083,38656.95312,1.37597,17033.9082,1
238.69849,15.69382,-16.78086,38656.54297,1.3922,17033.92773,1
238.28976,15.69381,-16.7809,38656.13672,1.40818,17033.94531,1
237.88196,15.69379,-16.78094,38655.73438,1.42411,17033.9668,1
237.4726,15.69378,-16.78099,38655.32422,1.44023,17033.99023,1
237.06528,15.69376,-16.78103,38654.92188,1.45636,17034.01172,1
236.66595,15.69375,-16.78108,38654.51953,1.47223,17034.03516,1
236.26768,15.69373,-16.78112,38654.11328,1.48803,17034.05664,1
235.87036,15.69372,-16.78116,38653.71094,1.504,17034.08008,1
235.47661,15.69371,-16.78121,38653.3125,1.51991,17034.10156,1
235.08885,15.69369,-16.78125,38652.91016,1.53549,17034.125,1
234.69856,15.69367,-16.7813,38652.50391,1.55151,17034.14844,1
234.31169,15.69366,-16.78135,38652.10156,1.56726,17034.16992,1
233.92886,15.69364,-16.78139,38651.69141,1.5831,17034.19531,1
233.5457,15.69363,-16.78144,38651.29297,1.59893,17034.21875,1
233.16565,15.69361,-16.78148,38651.08594,1.61464,17034.24023,1
232.79024,15.6936,-16.78153,38650.67578,1.63049,17034.26562,1
232.41669,15.69358,-16.78158,38650.27344,1.64614,17034.28711,1
232.0466,15.69357,-16.78162,38649.86719,1.66167,17034.31055,1
231.67706,15.69355,-16.78167,38649.46484,1.67713,17034.33398,1
231.30925,15.69354,-16.78171,38649.06641,1.69286,17034.35547,1
230.94545,15.69352,-16.78175,38648.66406,1.70836,17034.37891,1
230.58607,15.69351,-16.7818,38648.26562,1.72383,17034.39844,1
230.2256,15.69349,-16.78184,38647.85547,1.73946,17034.41992,1
229.86954,15.69348,-16.78188,38647.45312,1.75492,17034.44141,1
229.51344,15.69347,-16.78193,38647.05469,1.7703,17034.46289,1
229.16206,15.69345,-16.78197,38646.65234,1.78552,17034.48633,1
228.81404,15.69343,-16.78201,38646.25,1.8008,17034.50781,1
228.4637,15.69342,-16.78206,38645.83984,1.8161,17034.53125,1
228.1171,15.6934,-16.78211,38645.43359,1.83149,17034.55469,1
227.7762,15.69339,-16.78215,38645.02734,1.8466,17034.57812,1
227.43321,15.69337,-16.78219,38644.625,1.86183,17034.60156,1
227.09509,15.69336,-16.78224,38644.21484,1.87707,17034.62305,1
226.7747,15.69335,-16.78228,38643.81641,1.89137,17034.64453,1
226.4411,15.69333,-16.78232,38643.41406,1.90645,17034.66797,1
226.11108,15.69332,-16.78237,38643.01172,1.92137,17034.6875,1
225.78064,15.6933,-16.78241,38642.60547,1.93644,17034.70898,1
225.45197,15.69329,-16.78245,38642.19922,1.95156,17034.73047,1
225.12741,15.69327,-16.78249,38641.78906,1.96648,17034.74805,1
224.80162,15.69326,-16.78253,38641.37891,1.98156,17034.76953,1
224.47987,15.69325,-16.78257,38640.97266,1.9963,17034.79102,1
224.16003,15.69323,-16.78261,38640.57031,2.01116,17034.81055,1
223.84024,15.69322,-16.78265,38640.15625,2.02619,17034.83203,1
