
  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   SLprs,_inHG |   SLtmp,_degC |   _wind,speed |   _wind,__dir |   __trb,_locl |   _prec,_locl |   _hail,_locl |   AMprs,_inHG |   AMtmp,_degC |   LEtmp,_degC |   _dens,ratio |   ____A,_ktas |   ____Q,__psf |   gravi,_fts2 |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   _fuel,_1_lb |   _fuel,_2_lb |   _fuel,_3_lb |   _fuel,_4_lb |   _fuel,_5_lb |   _fuel,_6_lb |   _fuel,_7_lb |   _fuel,_8_lb | 
     24.76320 |      20.06186 |      20.06186 |       0.00000 |      17.55424 |      12.55424 |     510.66623 |      -0.00010 |       0.00001 |       0.00001 |       0.00001 |      -0.00011 |       0.00001 |       0.00001 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57796 |       0.10306 |     180.00000 |       0.02171 |       0.00122 |     910.61688 |     910.88306 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     25.75785 |      21.05693 |      21.05693 |       0.00000 |      17.55454 |      12.55454 |     510.66623 |      -0.00010 |       0.00002 |       0.00002 |       0.00002 |      -0.00011 |       0.00003 |       0.00003 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57789 |       0.10479 |     180.00000 |       0.07353 |       0.00095 |     910.53418 |     910.88306 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     26.76686 |      22.06573 |      22.06573 |       0.00000 |      17.55484 |      12.55484 |     510.66623 |      -0.00010 |       0.00006 |       0.00006 |       0.00006 |      -0.00011 |       0.00007 |       0.00007 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42235 |      -0.10567 |     180.00000 |      -0.16785 |       0.00074 |     910.45197 |     910.88306 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     27.77434 |      23.07352 |      23.07352 |       0.00000 |      17.55515 |      12.55515 |     510.66623 |      -0.00010 |       0.00004 |       0.00004 |       0.00004 |      -0.00011 |       0.00005 |       0.00005 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57771 |       0.10601 |     180.00000 |       0.11674 |       0.00057 |     910.36987 |     910.88306 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     28.76841 |      24.06627 |      24.06627 |       0.00000 |      17.55544 |      12.55544 |     510.66623 |      -0.00010 |       0.00000 |       0.00000 |       0.00000 |      -0.00011 |       0.00000 |       0.00000 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57762 |       0.10629 |     180.00000 |       0.00407 |       0.00045 |     910.32880 |     910.88306 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     29.76786 |      25.06626 |      25.06626 |       0.00000 |      17.55574 |      12.55574 |     510.66623 |      -0.00010 |       0.00008 |       0.00008 |       0.00008 |      -0.00011 |       0.00009 |       0.00009 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57745 |       0.10650 |     180.00000 |       0.24038 |       0.00035 |     910.28754 |     910.84216 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     30.77508 |      26.07398 |      26.07398 |       0.00000 |      17.55605 |      12.55605 |     510.66623 |      -0.00010 |       0.00002 |       0.00002 |       0.00002 |      -0.00011 |       0.00002 |       0.00002 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57757 |       0.10652 |     180.00000 |       0.06326 |       0.00027 |     910.28754 |     910.75977 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     31.78005 |      27.07910 |      27.07910 |       0.00000 |      17.55635 |      12.55635 |     510.66623 |      -0.00010 |       0.00001 |       0.00001 |       0.00001 |      -0.00011 |       0.00001 |       0.00001 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57761 |       0.10649 |     180.00000 |       0.02463 |       0.00021 |     910.28754 |     910.67780 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     32.78825 |      28.08719 |      28.08719 |       0.00000 |      17.55665 |      12.55665 |     510.66623 |      -0.00010 |       0.00002 |       0.00002 |       0.00002 |      -0.00011 |       0.00003 |       0.00003 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57753 |       0.10647 |     180.00000 |       0.07112 |       0.00016 |     910.28754 |     910.59595 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     33.78295 |      29.08133 |      29.08133 |       0.00000 |      17.55695 |      12.55695 |     510.66623 |      -0.00010 |       0.00003 |       0.00003 |       0.00003 |      -0.00011 |       0.00004 |       0.00004 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57754 |       0.10646 |     180.00000 |       0.09748 |       0.00013 |     910.28754 |     910.51367 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     34.79074 |      30.08992 |      30.08992 |       0.00000 |      17.55726 |      12.55726 |     510.66623 |      -0.00010 |       0.00003 |       0.00003 |       0.00003 |      -0.00011 |       0.00004 |       0.00004 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42221 |      -0.10651 |     180.00000 |      -0.09821 |       0.00010 |     910.28754 |     910.43158 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     35.79966 |      31.09884 |      31.09884 |       0.00000 |      17.55756 |      12.55756 |     510.66623 |      -0.00010 |       0.00000 |       0.00000 |       0.00000 |      -0.00011 |       0.00000 |       0.00000 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57758 |       0.10644 |     180.00000 |       0.00229 |       0.00008 |     910.28754 |     910.34906 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     36.79297 |      32.09232 |      32.09232 |       0.00000 |      17.55786 |      12.55786 |     510.66623 |      -0.00010 |       0.00002 |       0.00002 |       0.00002 |      -0.00011 |       0.00002 |       0.00002 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42242 |      -0.10632 |     180.00000 |      -0.04703 |       0.00006 |     910.28754 |     910.26678 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     37.78724 |      33.08608 |      33.08608 |       0.00000 |      17.55816 |      12.55816 |     510.66623 |      -0.00010 |       0.00006 |       0.00006 |       0.00006 |      -0.00011 |       0.00007 |       0.00007 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42242 |      -0.10629 |     180.00000 |      -0.17651 |       0.00005 |     910.28754 |     910.18475 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     38.79284 |      34.09196 |      34.09196 |       0.00000 |      17.55846 |      12.55846 |     510.66623 |      -0.00010 |       0.00006 |       0.00007 |       0.00007 |      -0.00011 |       0.00008 |       0.00008 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57776 |       0.10625 |     180.00000 |       0.19433 |       0.00004 |     910.28754 |     910.10223 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     39.79107 |      35.08922 |      35.08922 |       0.00000 |      17.55876 |      12.55876 |     510.66623 |      -0.00010 |       0.00006 |       0.00006 |       0.00006 |      -0.00011 |       0.00007 |       0.00007 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57772 |       0.10628 |     180.00000 |       0.18832 |       0.00003 |     910.28754 |     910.02032 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     40.79411 |      36.09210 |      36.09210 |       0.00000 |      17.55906 |      12.55906 |     510.66623 |      -0.00010 |       0.00000 |       0.00000 |       0.00000 |      -0.00011 |       0.00000 |       0.00000 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57766 |       0.10629 |     180.00000 |       0.00812 |       0.00002 |     910.24670 |     909.97937 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     41.79670 |      37.09497 |      37.09497 |       0.00000 |      17.55936 |      12.55936 |     510.66623 |      -0.00010 |       0.00004 |       0.00004 |       0.00004 |      -0.00011 |       0.00005 |       0.00005 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57768 |       0.10622 |     180.00000 |       0.12249 |       0.00002 |     910.20593 |     909.93860 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     42.80387 |      38.10258 |      38.10258 |       0.00000 |      17.55965 |      12.55965 |     510.66623 |      -0.00010 |       0.00004 |       0.00004 |       0.00004 |      -0.00011 |       0.00004 |       0.00004 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42227 |      -0.10624 |     180.00000 |      -0.10740 |       0.00001 |     910.16510 |     909.89752 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     43.79630 |      39.09531 |      39.09531 |       0.00000 |      17.55995 |      12.55995 |     510.66623 |      -0.00010 |       0.00004 |       0.00004 |       0.00004 |      -0.00011 |       0.00004 |       0.00004 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42235 |      -0.10629 |     180.00000 |      -0.11043 |       0.00001 |     910.08313 |     909.89752 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     44.80044 |      40.09802 |      40.09802 |       0.00000 |      17.56025 |      12.56025 |     510.66623 |      -0.00010 |       0.00000 |       0.00000 |       0.00000 |      -0.00011 |       0.00001 |       0.00001 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57777 |       0.10626 |     180.00000 |       0.01308 |       0.00001 |     910.04193 |     909.85675 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     45.79464 |      41.09303 |      41.09303 |       0.00000 |      17.56055 |      12.56055 |     510.66623 |      -0.00010 |       0.00006 |       0.00007 |       0.00007 |      -0.00011 |       0.00008 |       0.00008 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |     -90.57776 |       0.10627 |     180.00000 |       0.19517 |       0.00001 |     909.95953 |     909.85675 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
     46.79936 |      42.09706 |      42.09706 |       0.00000 |      17.56085 |      12.56085 |     510.66623 |      -0.00010 |       0.00001 |       0.00001 |       0.00001 |      -0.00011 |       0.00001 |       0.00001 |      29.92000 |      16.90461 |       0.00000 |      -0.00000 |       0.00000 |       0.00000 |       0.00000 |      28.69407 |      14.48818 |      14.48818 |       0.96091 |     660.83002 |       0.00000 |      32.14273 |      89.42219 |      -0.10627 |     180.00000 |      -0.01931 |       0.00000 |     909.91846 |     909.81586 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 |       0.00000 | 
