   Vtrue_ktas ,   AMprs_inHG ,   AMtmp_degC ,   alpha__deg ,   curnt___lb 
236.18419,15.09399,-18.57629,0.95497,33723.15625
236.21283,15.0946,-18.57445,0.98679,33722.64453
236.24567,15.09536,-18.57218,1.0095,33722.13281
236.27318,15.09612,-18.56987,1.02272,33721.62109
236.29301,15.09683,-18.56774,1.02856,33721.11328
236.30742,15.09744,-18.56591,1.02881,33720.60547
236.31204,15.09794,-18.5644,1.02631,33720.09375
236.30855,15.09834,-18.56319,1.02279,33719.58594
236.30345,15.09867,-18.5622,1.01902,33719.07812
236.29524,15.09894,-18.56139,1.016,33718.56641
236.28395,15.09917,-18.56071,1.01391,33718.05859
236.27063,15.09937,-18.5601,1.01268,33717.55078
236.25641,15.09955,-18.55956,1.01205,33717.04297
236.24362,15.09972,-18.55906,1.01209,33716.52734
236.22789,15.09987,-18.55859,1.01238,33716.01562
236.21259,15.10001,-18.55817,1.01277,33715.50391
236.19501,15.10014,-18.55778,1.0133,33714.99219
236.17725,15.10026,-18.55741,1.01387,33714.48438
236.1582,15.10038,-18.55707,1.01458,33713.97656
236.14012,15.10048,-18.55676,1.015,33713.46484
236.12218,15.10057,-18.55649,1.01548,33712.95703
236.10301,15.10065,-18.55625,1.01586,33712.44141
236.08444,15.10072,-18.55603,1.0162,33711.93359
236.06517,15.10079,-18.55583,1.01667,33711.42188
236.04689,15.10084,-18.55566,1.01716,33710.91016
236.0271,15.1009,-18.5555,1.01753,33710.40234
235.83318,15.10094,-18.55536,1.03208,33709.92578
235.40724,15.10101,-18.55516,1.03931,33709.55078
234.98627,15.10119,-18.55463,1.06093,33709.19141
234.57814,15.10148,-18.55374,1.08735,33708.82422
234.1759,15.10184,-18.55265,1.11309,33708.46094
233.77779,15.10222,-18.55151,1.13561,33708.10156
233.37715,15.10258,-18.55043,1.15484,33707.73828
232.97165,15.10289,-18.5495,1.17143,33707.375
232.56328,15.10315,-18.54871,1.18628,33707.01562
232.15761,15.10336,-18.54808,1.2004,33706.65625
231.75172,15.10353,-18.54757,1.21418,33706.29297
231.34659,15.10367,-18.54716,1.2279,33705.93359
230.94217,15.10378,-18.54683,1.24211,33705.57031
230.54094,15.10387,-18.54655,1.25669,33705.21094
230.14268,15.10395,-18.54631,1.27154,33704.84766
229.7462,15.10402,-18.54609,1.28653,33704.48828
229.3508,15.10409,-18.5459,1.30185,33704.12891
228.95934,15.10415,-18.54572,1.31729,33703.76562
228.57057,15.1042,-18.54556,1.33265,33703.40234
228.18436,15.10424,-18.54542,1.34805,33703.04297
227.79948,15.10429,-18.5453,1.36338,33702.67969
227.41862,15.10432,-18.54519,1.37877,33702.32031
227.03908,15.10435,-18.54509,1.39412,33701.95703
226.66235,15.10438,-18.54501,1.40928,33701.59766
226.28867,15.1044,-18.54494,1.42446,33701.23438
225.91644,15.10442,-18.54489,1.43974,33700.87109
225.54616,15.10444,-18.54485,1.45473,33700.51172
225.17877,15.10445,-18.54481,1.47003,33700.15234
224.81519,15.10446,-18.54478,1.48509,33699.79297
224.45506,15.10447,-18.54476,1.50002,33699.42969
224.09491,15.10447,-18.54475,1.51509,33699.07031
223.73735,15.10447,-18.54474,1.53017,33698.71094
223.38443,15.10447,-18.54474,1.54515,33698.34766
223.03308,15.10447,-18.54474,1.55999,33697.98438
222.68283,15.10447,-18.54475,1.57486,33697.625
222.33592,15.10446,-18.54477,1.58974,33697.26172
221.99205,15.10446,-18.54478,1.60464,33696.90234
221.6499,15.10445,-18.54479,1.6195,33696.54297
221.31081,15.10445,-18.54481,1.63416,33696.17969
220.9742,15.10444,-18.54484,1.64887,33695.82031
220.63773,15.10443,-18.54486,1.66358,33695.46094
220.30383,15.10442,-18.54489,1.67832,33695.09766
219.97292,15.10441,-18.54492,1.69307,33694.73828
219.64482,15.1044,-18.54494,1.70761,33694.37891
219.3196,15.10439,-18.54497,1.72214,33694.01562
218.99312,15.10438,-18.54501,1.73683,33693.65625
218.67299,15.10437,-18.54504,1.75122,33693.29297
218.35397,15.10436,-18.54507,1.7656,33692.93359
218.03633,15.10435,-18.54511,1.78,33692.57422
217.72296,15.10434,-18.54515,1.79421,33692.21094
217.41107,15.10432,-18.54519,1.80848,33691.85156
217.10138,15.10431,-18.54523,1.8226,33691.48828
216.79196,15.1043,-18.54527,1.83682,33691.12891
216.48601,15.10428,-18.54531,1.85089,33690.76562
216.18253,15.10427,-18.54534,1.86509,33690.40625
215.88,15.10426,-18.54538,1.87932,33690.04688
215.57837,15.10424,-18.54542,1.89353,33689.68359
215.28073,15.10423,-18.54546,1.90771,33689.32422
214.98631,15.10422,-18.5455,1.92167,33688.96094
214.69133,15.10421,-18.54554,1.93543,33688.60156
214.39937,15.10419,-18.54558,1.94934,33688.24219
214.10899,15.10418,-18.54562,1.9632,33687.87891
213.82188,15.10417,-18.54565,1.97712,33687.51953
213.53403,15.10416,-18.54569,1.9908,33687.16016
213.25006,15.10414,-18.54573,2.00472,33686.80078
212.96843,15.10413,-18.54577,2.01846,33686.4375
212.68771,15.10412,-18.54581,2.03213,33686.07422
212.40897,15.1041,-18.54585,2.04572,33685.71484
212.13286,15.10409,-18.54589,2.0593,33685.35547
211.85741,15.10408,-18.54593,2.07289,33684.99609
211.58411,15.10406,-18.54597,2.08641,33684.63281
211.31415,15.10405,-18.54601,2.09977,33684.27344
211.04626,15.10404,-18.54605,2.11311,33683.91016
210.7765,15.10402,-18.54609,2.12651,33683.55078
210.50955,15.10401,-18.54613,2.14006,33683.19141
210.24619,15.104,-18.54616,2.15337,33682.83203
209.98419,15.10399,-18.5462,2.16678,33682.47266
209.72473,15.10398,-18.54624,2.17974,33682.10938
209.46698,15.10396,-18.54627,2.19291,33681.75
209.21071,15.10395,-18.54631,2.20598,33681.38672
208.9539,15.10394,-18.54635,2.21905,33681.02734
208.70004,15.10392,-18.54639,2.23211,33680.66797
208.44765,15.10391,-18.54643,2.24537,33680.30859
208.19748,15.1039,-18.54647,2.25831,33679.94531
207.94943,15.10389,-18.5465,2.27113,33679.58594
207.70197,15.10387,-18.54654,2.28414,33679.22266
207.45654,15.10386,-18.54658,2.29693,33678.86328
207.21278,15.10385,-18.54661,2.30979,33678.5
206.97166,15.10384,-18.54665,2.32249,33678.14062
206.73128,15.10383,-18.54669,2.33515,33677.78125
206.49202,15.10381,-18.54672,2.34792,33677.41797
206.25468,15.1038,-18.54676,2.36053,33677.05859
206.01811,15.10379,-18.5468,2.37297,33676.69922
205.7843,15.10378,-18.54683,2.38561,33676.33594
205.54907,15.10376,-18.54687,2.39828,33675.97656
205.31711,15.10375,-18.5469,2.41093,33675.61328
205.09442,15.10374,-18.54693,2.42307,33675.25391
204.87715,15.10192,-18.55243,2.41976,33674.89844
204.68063,15.10199,-18.55223,2.42952,33674.54297
204.54558,15.10206,-18.55199,2.44198,33674.36719
204.33142,15.10222,-18.55152,2.46016,33674.00391
204.12312,15.1024,-18.55098,2.47761,33673.64453
203.91528,15.10257,-18.55045,2.49293,33673.28125
203.70578,15.10273,-18.54998,2.50626,33672.92188
203.49492,15.10286,-18.54959,2.51805,33672.55859
203.28458,15.10296,-18.54929,2.52893,33672.19922
203.07513,15.10304,-18.54906,2.53929,33671.84375
202.86295,15.10309,-18.54889,2.54984,33671.48438
202.65186,15.10313,-18.54877,2.56064,33671.125
202.44232,15.10317,-18.54867,2.57138,33670.76172
202.23085,15.10319,-18.5486,2.58263,33670.40234
202.0217,15.10321,-18.54853,2.59398,33670.04297
201.81485,15.10323,-18.54847,2.60563,33669.67969
201.60945,15.10325,-18.54842,2.61721,33669.32031
201.40555,15.10327,-18.54837,2.62864,33668.96094
201.19963,15.10328,-18.54832,2.6406,33668.59766
200.99866,15.10329,-18.54828,2.6521,33668.23828
200.79703,15.10331,-18.54824,2.6638,33667.875
200.59625,15.10332,-18.54821,2.67552,33667.51562
200.39716,15.10333,-18.54819,2.68678,33667.15625
200.19948,15.10334,-18.54816,2.69837,33666.79297
200.00168,15.10334,-18.54814,2.71004,33666.43359
199.8045,15.10335,-18.54813,2.72138,33666.07031
199.61006,15.10335,-18.54812,2.7327,33665.71094
199.41396,15.10335,-18.54811,2.74413,33665.34766
199.22325,15.10335,-18.54811,2.7554,33664.98828
199.02921,15.10335,-18.54812,2.7669,33664.625
198.84067,15.10335,-18.54812,2.77792,33664.26562
198.65082,15.10334,-18.54813,2.78926,33663.90234
198.46086,15.10334,-18.54814,2.80047,33663.53906
198.27267,15.10334,-18.54815,2.81156,33663.17969
198.08702,15.10334,-18.54816,2.82273,33662.82031
197.90179,15.10333,-18.54818,2.83252,33662.46094
197.72052,15.10334,-18.54816,2.83138,33662.09766
290.94803,16.76172,-13.63429,-0.54853,33648.3125
282.74207,16.83559,-13.41893,-0.54904,33645.09766
264.82831,16.67092,-13.89943,0.0667,33641.16406
264.26566,16.67321,-13.89273,0.03752,33640.76953
263.67316,16.67453,-13.88887,0.00664,33640.37891
263.08301,16.67387,-13.89081,-0.01191,33639.97656
263.09821,16.67385,-13.89085,-0.01249,33639.97656
262.67038,16.67431,-13.88951,-0.01066,33639.77734
262.06097,16.67484,-13.88797,-0.00044,33639.39062
261.4566,16.67526,-13.88675,0.01506,33638.99609
260.85071,16.67556,-13.88586,0.0311,33638.60156
260.24445,16.67575,-13.8853,0.0457,33638.19922
259.63016,16.67583,-13.88506,0.05887,33637.80859
259.0184,16.67582,-13.88512,0.07072,33637.41406
258.40726,16.67573,-13.88537,0.08231,33637.01953
257.2063,16.67545,-13.88619,0.10734,33636.23047
256.61118,16.6753,-13.88662,0.12108,33635.83984
256.02466,16.67517,-13.88701,0.13595,33635.44531
255.44606,16.67505,-13.88736,0.15135,33635.05078
254.87088,16.67495,-13.88766,0.16703,33634.66016
254.31032,16.67486,-13.88792,0.18265,33634.26172
253.74811,16.67478,-13.88815,0.19812,33633.86719
253.19138,16.67471,-13.88836,0.21355,33633.47266
252.64049,16.67464,-13.88856,0.22873,33633.08203
252.10152,16.67457,-13.88875,0.24362,33632.6875
251.56078,16.67451,-13.88893,0.25859,33632.28906
251.03175,16.67445,-13.88912,0.27321,33631.89844
250.50206,16.67439,-13.88929,0.28811,33631.50391
249.98193,16.67433,-13.88945,0.30277,33631.10938
249.46454,16.67428,-13.88961,0.31728,33630.71484
248.95084,16.67422,-13.88976,0.33196,33630.32812
248.44475,16.67418,-13.88991,0.34649,33629.92969
247.94321,16.67413,-13.89005,0.36096,33629.54297
247.44556,16.67408,-13.89018,0.37529,33629.15625
246.95421,16.67404,-13.89031,0.3899,33628.76953
246.46518,16.674,-13.89043,0.40401,33628.37109
245.98024,16.67396,-13.89055,0.41839,33627.97266
245.50148,16.67392,-13.89066,0.43269,33627.57422
245.02777,16.67388,-13.89077,0.44664,33627.1875
244.5607,16.67384,-13.89088,0.46079,33626.79297
244.09781,16.67381,-13.89098,0.47477,33626.39844
243.63756,16.67377,-13.89108,0.48877,33626.00391
243.1834,16.67374,-13.89118,0.50259,33625.60938
242.73326,16.67371,-13.89128,0.51631,33625.21484
242.2877,16.67368,-13.89137,0.53006,33624.82031
241.84499,16.67365,-13.89146,0.54386,33624.42188
241.40486,16.67361,-13.89155,0.55774,33624.03125
240.96841,16.67358,-13.89164,0.57129,33623.64062
240.53824,16.67355,-13.89173,0.58478,33623.24609
240.11026,16.67352,-13.89182,0.59824,33622.85156
239.68382,16.67349,-13.89191,0.61164,33622.46094
239.26149,16.67346,-13.892,0.6252,33622.06641
238.84164,16.67343,-13.89208,0.63898,33621.67188
238.42566,16.6734,-13.89216,0.65231,33621.28125
238.01541,16.67338,-13.89224,0.66558,33620.88672
237.61282,16.67335,-13.89231,0.67868,33620.49609
237.21333,16.67333,-13.89239,0.69176,33620.10156
236.81573,16.6733,-13.89246,0.70508,33619.70312
236.42378,16.67328,-13.89253,0.71805,33619.30859
236.03606,16.67325,-13.89261,0.73082,33618.91797
235.65018,16.67323,-13.89268,0.74375,33618.52344
235.28044,16.6732,-13.89275,0.75507,33618.12109
235.36696,16.67319,-13.8928,0.7339,33617.55469
235.76569,16.67314,-13.89294,0.74262,33616.86719
236.11046,16.67285,-13.89378,0.72383,33616.19141
236.43294,16.67232,-13.89533,0.69449,33615.51953
236.74727,16.67162,-13.89736,0.66442,33614.84375
237.05679,16.67089,-13.89951,0.63893,33614.17188
237.36903,16.6702,-13.90152,0.62,33613.50781
237.68394,16.66962,-13.90322,0.60715,33613.17188
238.00375,16.66916,-13.90456,0.59854,33612.5
238.32928,16.66881,-13.90558,0.59217,33611.82422
238.6535,16.66856,-13.90632,0.58649,33611.15234
238.97839,16.66837,-13.90687,0.58033,33610.48047
239.30519,16.66822,-13.90731,0.5732,33609.80859
239.62968,16.66809,-13.90768,0.56481,33609.13672
239.94829,16.66798,-13.90801,0.55574,33608.46094
240.26218,16.66787,-13.90833,0.54618,33607.79297
240.5742,16.66777,-13.90864,0.53624,33607.11719
240.87967,16.66767,-13.90893,0.52655,33606.44531
241.18517,16.66758,-13.90919,0.51673,33605.77344
241.48746,16.6675,-13.90943,0.50725,33605.09766
241.78731,16.66743,-13.90963,0.49825,33604.42188
242.08426,16.66737,-13.9098,0.48929,33603.75
242.38367,16.66732,-13.90994,0.48037,33603.07812
242.67906,16.66728,-13.91006,0.47171,33602.40625
242.96805,16.66725,-13.91015,0.46312,33601.73047
243.25389,16.66723,-13.91022,0.45459,33601.0625
243.54012,16.66721,-13.91027,0.44629,33600.38672
243.8158,16.66719,-13.91031,0.43822,33599.71484
244.10443,16.66718,-13.91034,0.4298,33599.04297
244.48869,16.66718,-13.91035,0.40818,33598.35938
245.42125,16.66719,-13.91033,0.39059,33597.4375
246.31532,16.66706,-13.9107,0.36376,33596.48828
247.17705,16.66672,-13.91171,0.32625,33595.53906
248.02,16.66621,-13.91318,0.28719,33594.58984
248.84502,16.66564,-13.91485,0.25109,33593.63672
249.66086,16.66509,-13.91645,0.21992,33592.70312
250.46686,16.66464,-13.91778,0.19483,33591.75781
251.26585,16.6643,-13.91878,0.17459,33590.81641
252.06189,16.66406,-13.91946,0.15656,33589.875
252.85217,16.66392,-13.91988,0.14007,33588.92969
253.6347,16.66384,-13.92011,0.12332,33587.98438
254.40741,16.6638,-13.92024,0.10609,33587.04297
255.16873,16.66377,-13.92031,0.0882,33586.10156
255.92155,16.66376,-13.92035,0.07006,33585.15625
256.66284,16.66374,-13.9204,0.05127,33584.21094
257.40286,16.66373,-13.92043,0.03266,33583.26953
258.12903,16.66372,-13.92045,0.01421,33582.33203
258.84119,16.66372,-13.92046,-0.00351,33581.39062
259.53616,16.66373,-13.92043,-0.02067,33580.44922
260.23068,16.66375,-13.92039,-0.03758,33579.50781
260.90234,16.66377,-13.9203,-0.05368,33578.57031
261.56082,16.66381,-13.9202,-0.06921,33577.62891
262.20905,16.66386,-13.92006,-0.08454,33576.69141
262.84201,16.66392,-13.9199,-0.09915,33575.74609
263.47128,16.66398,-13.91971,-0.11382,33574.80859
264.07947,16.66405,-13.91951,-0.12764,33574.33594
264.68481,16.66412,-13.9193,-0.14162,33573.39062
265.26959,16.6642,-13.91908,-0.15483,33572.45312
265.84482,16.66427,-13.91885,-0.16777,33571.50781
266.41547,16.66435,-13.91861,-0.18076,33570.56641
266.97336,16.66444,-13.91837,-0.19338,33569.625
267.51611,16.66452,-13.91813,-0.2055,33568.68359
268.04709,16.6646,-13.91788,-0.21732,33567.73828
268.56348,16.66469,-13.91763,-0.22885,33566.79297
269.07022,16.66477,-13.91738,-0.23998,33565.85156
269.57407,16.66486,-13.91713,-0.2509,33564.90625
270.00586,16.66495,-13.91687,-0.25657,33563.97266
270.31308,16.66503,-13.91664,-0.26665,33563.10547
270.50958,16.66514,-13.91632,-0.27007,33562.27734
270.6871,16.66531,-13.91582,-0.27314,33561.47656
270.8624,16.66555,-13.91511,-0.27296,33560.67969
271.03918,16.66585,-13.91423,-0.27198,33559.87891
271.21008,16.66617,-13.91331,-0.27146,33559.08203
271.37949,16.66647,-13.91243,-0.27238,33558.28906
271.54095,16.66673,-13.91166,-0.27507,33557.48828
271.69614,16.66695,-13.91102,-0.27874,33556.69141
271.84409,16.66712,-13.91052,-0.28307,33555.89062
271.98877,16.66726,-13.91012,-0.28778,33555.09766
272.12836,16.66737,-13.90979,-0.29212,33554.30078
272.26614,16.66747,-13.90949,-0.29596,33553.50391
272.39923,16.66757,-13.90922,-0.29927,33552.70703
272.52786,16.66765,-13.90897,-0.30231,33551.91406
272.65329,16.66774,-13.90872,-0.30492,33551.12109
272.75339,16.66782,-13.90847,-0.30545,33550.32812
272.61847,16.66789,-13.90828,-0.30034,33549.625
272.27231,16.66796,-13.90806,-0.29695,33549.03125
271.93271,16.66813,-13.90758,-0.28936,33548.45312
271.60275,16.66843,-13.90671,-0.27597,33547.87891
271.27045,16.66883,-13.90554,-0.26042,33547.30469
270.95004,16.66926,-13.90428,-0.24607,33546.73047
270.63461,16.66968,-13.90306,-0.23431,33546.16016
270.3201,16.67004,-13.90199,-0.22521,33545.58594
270.00647,16.67033,-13.90114,-0.21842,33545.01562
269.69482,16.67055,-13.9005,-0.21291,33544.44141
269.3848,16.67071,-13.90004,-0.20827,33543.86719
269.07761,16.67082,-13.8997,-0.20353,33543.29688
268.77206,16.67091,-13.89944,-0.19842,33542.72656
268.47345,16.67099,-13.89923,-0.19249,33542.15234
268.17868,16.67105,-13.89904,-0.18644,33541.58594
267.8884,16.67112,-13.89885,-0.17995,33541.01172
267.6019,16.67118,-13.89868,-0.1733,33540.44141
267.32172,16.67123,-13.89852,-0.16653,33539.875
267.04498,16.67128,-13.89837,-0.16006,33539.30469
266.77332,16.67132,-13.89825,-0.15381,33538.73047
266.50742,16.67136,-13.89815,-0.14775,33538.16016
266.24536,16.67138,-13.89808,-0.14194,33537.59375
265.98364,16.6714,-13.89802,-0.13601,33537.01953
265.7305,16.67141,-13.89799,-0.13024,33536.44922
265.47852,16.67142,-13.89797,-0.12456,33535.87109
265.23022,16.67142,-13.89796,-0.11873,33535.30078
264.98599,16.67142,-13.89796,-0.1132,33534.73047
264.74774,16.67142,-13.89797,-0.1077,33534.16406
264.51575,16.67141,-13.89799,-0.10231,33533.87891
264.28342,16.6714,-13.89802,-0.09697,33533.30859
264.0582,16.67139,-13.89804,-0.09158,33532.74219
263.8364,16.67138,-13.89808,-0.0864,33532.17188
263.61835,16.67136,-13.89812,-0.08137,33531.60547
263.40366,16.67135,-13.89817,-0.07622,33531.03125
263.19107,16.67134,-13.89821,-0.07366,33530.46094
262.98584,16.67134,-13.8982,-0.07485,33529.89062
297.00092,17.44376,-11.65666,-0.77876,33517.12891
298.99319,17.57722,-11.2725,-0.80027,33513.5625
301.57031,17.71152,-10.88684,-0.80077,33510.55078
294.24918,17.73029,-10.83301,-0.83912,33505.13281
290.87613,17.69782,-10.92614,-0.79789,33503.92578
289.32483,17.68321,-10.96806,-0.79896,33503.32422
287.85474,17.66949,-11.00743,-0.78088,33502.72266
286.44412,17.65636,-11.04513,-0.64613,33502.12109
285.06714,17.6433,-11.08265,-0.64386,33501.51953
280.08401,17.62529,-11.13435,-0.4861,33497.32031
278.74942,17.64612,-11.07454,-0.44822,33494.63281
278.25253,17.64595,-11.07502,-0.49937,33494.03125
277.75107,17.64557,-11.0761,-0.52869,33493.4375
277.27017,17.64534,-11.07677,-0.53593,33492.83984
276.81076,17.64541,-11.07657,-0.52617,33492.24219
276.37964,17.64578,-11.07551,-0.50683,33491.64453
275.96777,17.64636,-11.07384,-0.48438,33491.04688
275.5722,17.64702,-11.07194,-0.46433,33490.4375
275.1795,17.64767,-11.07009,-0.44863,33489.83984
274.7894,17.64822,-11.06852,-0.43754,33489.25
274.4025,17.64864,-11.0673,-0.43063,33488.65625
274.01489,17.64895,-11.06642,-0.42571,33488.05859
273.62909,17.64916,-11.0658,-0.42136,33487.46484
273.24823,17.64931,-11.06537,-0.41692,33486.86719
272.87192,17.64943,-11.06503,-0.4115,33486.26953
272.50278,17.64953,-11.06474,-0.4053,33485.67188
272.13739,17.64963,-11.06445,-0.39799,33485.06641
271.78152,17.64973,-11.06417,-0.39048,33484.47656
271.13763,17.64982,-11.06392,-0.36093,33483.94531
270.11862,17.64986,-11.0638,-0.35561,33483.58203
269.10831,17.65003,-11.06331,-0.33582,33483.23438
268.12836,17.6504,-11.06224,-0.30641,33482.89062
267.17752,17.65092,-11.06074,-0.27375,33482.55469
266.24197,17.65152,-11.05903,-0.24177,33482.21875
265.32401,17.6521,-11.05737,-0.21352,33481.85938
264.41165,17.6526,-11.05594,-0.18939,33481.51562
263.50287,17.65299,-11.05482,-0.16861,33481.16797
262.60522,17.65327,-11.054,-0.15001,33480.82422
261.71756,17.65347,-11.05344,-0.13237,33480.47656
260.84119,17.6536,-11.05305,-0.11456,33480.13281
259.97772,17.6537,-11.05277,-0.09624,33479.77344
259.12173,17.65378,-11.05255,-0.07708,33479.44141
258.28613,17.65384,-11.05236,-0.05698,33479.09375
257.45291,17.65391,-11.05218,-0.03635,33478.76172
256.63992,17.65396,-11.05201,-0.01584,33478.41797
255.83432,17.65402,-11.05186,0.00473,33478.07031
255.04318,17.65406,-11.05173,0.02508,33477.73828
254.25655,17.6541,-11.05163,0.04512,33477.39062
253.47701,17.65412,-11.05157,0.06504,33477.04688
252.70064,17.65413,-11.05152,0.08508,33476.70312
251.93832,17.65414,-11.0515,0.10492,33476.34766
251.18756,17.65414,-11.0515,0.12416,33476
250.45737,17.65414,-11.05151,0.14366,33475.65234
249.73723,17.65413,-11.05152,0.16321,33475.30078
249.02704,17.65412,-11.05157,0.18237,33474.94531
248.33394,17.65409,-11.05164,0.20121,33474.58984
247.64537,17.65406,-11.05174,0.21943,33474.23438
246.96478,17.65401,-11.05187,0.23774,33473.87891
246.28705,17.65397,-11.052,0.25629,33473.52344
245.61707,17.65392,-11.05214,0.27479,33473.16406
244.95383,17.65388,-11.05226,0.29359,33472.80859
244.29666,17.65384,-11.05238,0.31253,33472.45703
243.64371,17.6538,-11.05248,0.33166,33472.10156
242.99686,17.65377,-11.05258,0.35054,33471.74609
242.35265,17.65374,-11.05266,0.36959,33471.39453
241.71507,17.65371,-11.05275,0.38877,33471.04297
241.08459,17.65368,-11.05284,0.40768,33470.69141
240.45493,17.65364,-11.05293,0.42682,33470.33594
239.83667,17.65361,-11.05302,0.4453,33469.98438
239.22137,17.65358,-11.05311,0.46422,33469.63281
238.61034,17.65355,-11.0532,0.48299,33469.28125
238.00711,17.65352,-11.05329,0.50178,33468.92969
237.40874,17.65349,-11.05338,0.52024,33468.57812
236.81404,17.65346,-11.05347,0.5391,33468.22656
236.22511,17.65343,-11.05355,0.55775,33467.875
235.64055,17.6534,-11.05364,0.57644,33467.51953
235.06386,17.65337,-11.05372,0.59512,33467.17188
234.49538,17.65334,-11.0538,0.61347,33466.8125
233.92879,17.65331,-11.05389,0.63216,33466.45703
233.36325,17.65328,-11.05397,0.65065,33466.10547
232.80518,17.65325,-11.05405,0.66907,33465.75391
232.25154,17.65322,-11.05413,0.68753,33465.40234
231.70547,17.6532,-11.05421,0.70575,33465.05078
231.16472,17.65317,-11.05429,0.72403,33464.87109
230.62738,17.65314,-11.05437,0.74225,33464.51562
230.09183,17.65312,-11.05445,0.76075,33464.16016
229.5605,17.65309,-11.05453,0.77912,33463.80859
229.03502,17.65306,-11.05461,0.79739,33463.45312
228.51231,17.65303,-11.05468,0.81557,33463.09766
227.99617,17.65301,-11.05476,0.83384,33462.74219
227.48294,17.65298,-11.05483,0.85196,33462.38672
226.91435,17.65296,-11.0549,0.87778,33462.03516
226.12674,17.65292,-11.055,0.89977,33461.73438
225.33322,17.65295,-11.05494,0.92803,33461.44922
224.55676,17.65307,-11.05457,0.96343,33461.16406
223.7888,17.65328,-11.05398,1.00485,33460.875
223.02176,17.6535,-11.05335,1.04031,33460.59375
222.25841,17.6537,-11.05278,1.07202,33460.30859
221.50256,17.65386,-11.05231,1.10156,33460.02344
220.74664,17.65399,-11.05194,1.13012,33459.73828
219.99268,17.65409,-11.05166,1.15849,33459.45312
219.24179,17.65416,-11.05145,1.18716,33459.16797
218.49731,17.65422,-11.05128,1.21611,33458.88672
217.75845,17.65427,-11.05115,1.24534,33458.60156
217.02234,17.65431,-11.05103,1.27526,33458.31641
216.29198,17.65434,-11.05092,1.3053,33458.03125
215.56796,17.65438,-11.05082,1.33575,33457.74609
214.84773,17.65441,-11.05073,1.36614,33457.46484
214.12749,17.65444,-11.05065,1.39713,33457.17969
213.41447,17.65447,-11.05057,1.42803,33456.89844
212.71164,17.65449,-11.05049,1.45878,33456.61328
212.00967,17.65451,-11.05043,1.48979,33456.32812
211.31136,17.65454,-11.05037,1.52084,33456.04297
210.62225,17.65455,-11.05032,1.5518,33455.75781
209.93697,17.65457,-11.05027,1.58281,33455.47656
209.2536,17.65458,-11.05023,1.61394,33455.19141
208.57472,17.65459,-11.0502,1.64538,33454.90625
207.89061,17.65461,-11.05017,1.67729,33454.62109
207.21721,17.65462,-11.05015,1.70913,33454.33594
206.54448,17.65462,-11.05012,1.74132,33454.05078
205.8755,17.65463,-11.0501,1.77334,33453.76953
205.21445,17.65463,-11.05009,1.80541,33453.48438
204.55254,17.65464,-11.05007,1.83784,33453.20312
203.89485,17.65465,-11.05006,1.87049,33452.91797
203.23799,17.65465,-11.05005,1.90348,33452.63672
202.58641,17.65465,-11.05004,1.93633,33452.35156
201.93776,17.65466,-11.05002,1.96928,33452.06641
201.30067,17.65466,-11.05001,2.00224,33451.78125
200.65887,17.65466,-11.05,2.03552,33451.49609
200.01987,17.65467,-11.04999,2.06907,33451.21094
199.38663,17.65467,-11.04998,2.10252,33450.92969
198.75462,17.65467,-11.04998,2.13645,33450.64844
198.12341,17.65468,-11.04997,2.17062,33450.36328
197.50073,17.65468,-11.04996,2.20435,33450.07812
196.88622,17.65468,-11.04995,2.23834,33449.79688
196.27135,17.65468,-11.04995,2.27259,33449.50781
195.65466,17.65469,-11.04994,2.30693,33449.22656
195.04915,17.65469,-11.04993,2.34127,33448.94141
194.44794,17.65469,-11.04993,2.37558,33448.66016
193.84532,17.65469,-11.04992,2.41018,33448.375
193.24672,17.6547,-11.04992,2.44468,33448.09375
192.64799,17.6547,-11.04992,2.47973,33447.80859
192.05013,17.6547,-11.04991,2.51501,33447.52734
191.45743,17.6547,-11.04991,2.55053,33447.24219
190.86613,17.6547,-11.0499,2.58625,33446.96094
190.28008,17.6547,-11.04989,2.62189,33446.67578
189.6951,17.65471,-11.04988,2.65788,33446.39453
189.11342,17.65471,-11.04988,2.69388,33446.10938
188.5378,17.65471,-11.04987,2.72975,33445.82422
187.96396,17.65471,-11.04986,2.76608,33445.54688
187.38966,17.65472,-11.04985,2.80251,33445.25781
186.81577,17.65472,-11.04984,2.8394,33444.97656
186.24879,17.65473,-11.04982,2.87625,33444.69141
185.67578,17.65473,-11.04981,2.91358,33444.40625
185.10841,17.65474,-11.04979,2.95121,33444.125
184.54918,17.65474,-11.04977,2.98861,33443.83984
183.99013,17.65475,-11.04976,3.02615,33443.55469
183.43724,17.65475,-11.04974,3.06363,33443.26953
182.88609,17.65476,-11.04973,3.10113,33443.12891
182.33124,17.65476,-11.04972,3.13929,33442.84766
181.78204,17.65477,-11.0497,3.17736,33442.5625
181.23035,17.65478,-11.04968,3.21638,33442.27734
180.68687,17.65478,-11.04966,3.25484,33441.99219
180.14482,17.65479,-11.04964,3.2938,33441.71094
179.59564,17.6548,-11.04962,3.33374,33441.42578
179.05542,17.65481,-11.04958,3.37363,33441.14062
178.51697,17.65482,-11.04955,3.41362,33440.85938
177.97771,17.65484,-11.04951,3.45395,33440.57812
177.43921,17.65485,-11.04947,3.49463,33440.29297
176.90486,17.65487,-11.04943,3.53538,33440.01172
176.37491,17.65488,-11.04938,3.57619,33439.72656
