   true air speed (m/s),   ambient pressure (pascal), ambient temperature ( celsius ),  angle of attack ( radian ),  current total weight ( newton )
111.206418,57894.73936,260.4889,0.016055989,132818.4105
111.3073005,57894.9764,260.4891,0.015927009,132816.2386
111.4068917,57895.21345,260.48929,0.015799251,132814.0753
111.5036638,57895.41664,260.48947,0.015675158,132811.9033
111.5996693,57895.61982,260.48963,0.015553683,132809.74
111.694682,57895.78914,260.48979,0.015430113,132807.5767
111.7894117,57895.95846,260.48994,0.01531178,132805.4134
111.8815281,57896.12778,260.49008,0.015195716,132803.2327
111.9735209,57896.2971,260.49021,0.015086458,132801.0695
112.0645621,57896.43255,260.49033,0.014964634,132798.8974
112.1537204,57896.56801,260.49044,0.014847697,132796.7342
112.2422202,57896.6696,260.49055,0.014738265,132794.5709
112.3304936,57896.80505,260.49065,0.01462988,132792.3989
112.4150168,57896.90665,260.49075,0.014522891,132790.2443
112.5865221,57897.14369,260.49093,0.014312579,132785.9003
112.6704434,57897.21142,260.49101,0.014209255,132783.7283
112.7523068,57897.31301,260.49109,0.014107328,132781.565
112.8329974,57897.41461,260.49117,0.01400924,132779.4017
112.9142178,57897.48233,260.49125,0.013909757,132777.2384
112.9941367,57897.58392,260.49132,0.01380748,132775.0578
113.0721881,57897.65165,260.49139,0.013712534,132772.8858
113.1494782,57897.75324,260.49146,0.013624919,132770.7225
113.2258783,57897.82097,260.49153,0.01352718,132768.5592
113.3006064,57897.8887,260.49159,0.013431012,132766.3872
113.3744497,57897.95643,260.49165,0.013345491,132764.2239
113.4487405,57898.02416,260.49171,0.013255258,132762.0607
113.5221311,57898.09188,260.49177,0.013168689,132759.8886
113.5929906,57898.15961,260.49183,0.013079154,132757.7601
113.6651774,57898.22734,260.49188,0.012994156,132755.6229
113.7357746,57898.29507,260.49193,0.01290881,132753.4857
113.8056001,57898.36279,260.49198,0.012823812,132751.3484
113.8735941,57898.43052,260.49203,0.012739338,132749.2112
113.9401066,57898.46439,260.49209,0.012664114,132747.0913
113.9998541,57898.53211,260.49214,0.012597617,132744.9802
113.7980017,57898.7353,260.49231,0.012789255,132741.4181
113.6563856,57899.27712,260.49276,0.013065715,132739.7848
113.5205672,57900.15758,260.49352,0.013406054,132738.1341
113.3877892,57901.24123,260.49445,0.013716199,132736.4921
113.256035,57902.35873,260.4954,0.01397381,132734.8501
113.1261173,57903.37465,260.49627,0.014180457,132733.1993
112.9932312,57904.25511,260.49703,0.014351325,132731.566
112.8606487,57905.00012,260.49767,0.014499853,132729.9153
112.7268573,57905.60967,260.49819,0.014643493,132728.282
112.5960908,57906.11763,260.49862,0.014772822,132726.6313
112.463107,57906.52399,260.49898,0.014927807,132724.9979
112.330828,57906.86263,260.49928,0.01508,132723.3472
112.1995007,57907.20127,260.49954,0.015233589,132721.7052
112.0716511,57907.47218,260.49978,0.015389273,132720.0719
111.9424742,57907.70923,260.49998,0.015543909,132718.4212
111.8147378,57907.91241,260.50016,0.015703083,132716.7792
111.687701,57908.08173,260.50031,0.015861559,132715.1371
111.5617137,57908.25105,260.50045,0.016019337,132713.4951
111.4362973,57908.38651,260.50058,0.01618078,132711.8531
111.3430647,57901.78305,260.49493,0.016515709,132711.0278
111.2439313,57901.98623,260.4951,0.016234885,132709.3857
111.1706436,57902.25714,260.49533,0.016278344,132708.543
111.0560306,57902.86669,260.49584,0.016528624,132706.8489
110.9432439,57903.57783,260.49646,0.01677681,132705.1808
110.8311414,57904.3567,260.49712,0.016997943,132703.504
110.7215597,57905.06785,260.49772,0.017181378,132701.8446
110.6103832,57905.6774,260.49824,0.017334618,132700.1678
110.4994228,57906.15149,260.49866,0.017466739,132698.5085
110.3967655,57906.52399,260.49897,0.017587341,132696.8404
110.2855787,57906.82877,260.49923,0.017704278,132695.1723
110.1802617,57907.06582,260.49943,0.017833956,132693.5129
110.0687714,57907.269,260.49961,0.017969394,132691.8101
109.959092,57907.43832,260.49975,0.018102039,132690.1159
109.8498292,57907.57378,260.49988,0.018243062,132688.4391
109.7413381,57907.70923,260.49999,0.018388273,132686.771
109.6333358,57907.81082,260.50009,0.018530343,132685.1029
109.5281783,57907.91241,260.50017,0.018664734,132683.4609
109.4231339,57908.01401,260.50025,0.018810294,132681.8016
109.3171225,57908.08173,260.50032,0.018949222,132680.1248
109.2130093,57908.14946,260.50037,0.019088674,132678.4567
109.0092997,57908.25105,260.50045,0.019363564,132675.0771
108.9077999,57908.28492,260.50048,0.019503714,132673.4351
108.8082396,57908.31878,260.5005,0.019634788,132671.7844
108.61005,57908.35264,260.50053,0.019904616,132668.4743
108.5120999,57908.35264,260.50054,0.020030978,132666.7801
108.414942,57908.35264,260.50054,0.020174269,132665.112
108.3176607,57908.35264,260.50054,0.020303947,132663.4527
108.2216911,57908.35264,260.50054,0.02043764,132661.7846
108.1279954,57908.35264,260.50053,0.020567492,132660.1078
108.0336155,57908.31878,260.50052,0.020701708,132658.4571
107.940244,57908.31878,260.50051,0.020827896,132656.7803
107.7551933,57908.28492,260.50048,0.021085855,132653.4181
107.6648158,57908.25105,260.50046,0.021214486,132651.7587
107.5750144,57908.25105,260.50044,0.021341546,132650.0906
107.3982926,57908.18333,260.5004,0.021581355,132646.7892
107.3109246,57908.14946,260.50037,0.021715221,132645.1124
107.2241379,57908.1156,260.50034,0.021826399,132644.2784
107.1394759,57908.08173,260.50031,0.021954157,132642.5756
107.0550762,57908.04787,260.50028,0.022078948,132640.9075
106.9701672,57908.01401,260.50025,0.022193616,132639.2307
106.886817,57907.98014,260.50022,0.022321374,132637.5713
106.8035697,57907.94628,260.50019,0.02242941,132635.8945
106.7209654,57907.91241,260.50016,0.022556296,132634.2351
106.6401205,57907.87855,260.50013,0.022662936,132632.5497
106.5594042,57907.84469,260.5001,0.022787028,132630.8816
106.4808126,57907.81082,260.50007,0.022909202,132629.2048
106.403003,57907.77696,260.50004,0.0230127,132627.5368
106.3233053,57907.70923,260.50001,0.023129288,132625.8773
106.2465554,57907.67537,260.49997,0.023239069,132624.2093
106.1706749,57907.6415,260.49995,0.023359671,132622.5325
106.0946401,57907.60764,260.49991,0.023457759,132620.8644
106.0180908,57907.57378,260.49988,0.023581328,132619.2398
105.8620085,57907.53991,260.49984,0.023929172,132617.6673
105.6019468,57907.57378,260.49986,0.024148386,132616.2772
104.8543002,57909.67334,260.50167,0.025775732,132612.2807
104.6104537,57910.68925,260.50255,0.026264075,132610.9862
103.8868316,57913.26291,260.50474,0.027491915,132607.0245
103.6443125,57913.8386,260.50525,0.027854769,132605.7213
103.4026627,57914.34656,260.50566,0.028210467,132604.34
103.1623093,57914.71906,260.50599,0.028578732,132602.9847
102.9239211,57915.02383,260.50627,0.028954327,132601.6467
102.6865361,57915.32861,260.50651,0.029329573,132600.2479
102.450823,57915.56566,260.50671,0.029711451,132598.9448
102.2151562,57915.76884,260.50689,0.030097169,132597.5547
101.9811613,57915.97202,260.50705,0.030488646,132596.2081
101.7485143,57916.14134,260.5072,0.030870524,132594.8614
101.0615824,57916.54771,260.50756,0.032047575,132590.7781
100.8354842,57916.6493,260.50765,0.032448477,132589.4749
100.6116857,57916.75089,260.50773,0.032828261,132588.0935
100.3883758,57916.85248,260.5078,0.03322672,132586.7556
100.2078677,57917.76681,260.5086,0.03373688,132585.3742
99.99094724,57917.90226,260.50873,0.03410497,132584.7226
99.95759583,57917.93613,260.50874,0.034095022,132584.0276
99.8127747,57917.93613,260.50876,0.034363977,132583.3673
99.59104934,57917.90226,260.50871,0.034681976,132582.0467
99.37301254,57917.80067,260.50862,0.035031217,132580.7348
99.15578341,57917.66522,260.50851,0.035398958,132579.423
98.9400256,57917.52976,260.50841,0.035774029,132578.1111
98.51336632,57917.36044,260.50826,0.036566758,132575.357
98.30233111,57917.32658,260.50822,0.036973943,132574.0191
98.09274148,57917.29271,260.50819,0.037364897,132572.7072
97.88486495,57917.25885,260.50816,0.037767894,132571.3866
97.67842371,57917.22499,260.50815,0.038169494,132570.0748
97.47323772,57917.22499,260.50813,0.038551024,132568.7542
97.26963622,57917.19112,260.50811,0.038951926,132567.4423
97.06681153,57917.15726,260.50809,0.03934288,132566.1305
96.86504145,57917.12339,260.50807,0.039735928,132564.8186
96.66367263,57917.12339,260.50804,0.040138925,132563.4372
96.46418668,57917.08953,260.50802,0.04051644,132562.0384
96.26597141,57917.05567,260.50799,0.040916469,132560.6397
96.06999397,57917.0218,260.50797,0.0412973,132559.2409
95.87508657,57916.98794,260.50794,0.04169541,132557.9377
95.68046726,57916.95408,260.50791,0.042092124,132557.2775
95.48781313,57916.92021,260.50788,0.042480634,132555.9656
95.29569402,57916.88635,260.50785,0.042872635,132554.6537
95.10470154,57916.85248,260.50782,0.043274759,132553.3418
94.54102525,57916.75089,260.50773,0.044427899,132549.3628
94.35561448,57916.71703,260.50769,0.044824089,132547.964
94.17107313,57916.6493,260.50766,0.045210679,132546.5652
93.987252,57916.61544,260.50763,0.045604251,132545.1665
93.80491761,57916.58157,260.50759,0.046004455,132543.7764
93.62328802,57916.54771,260.50756,0.046382494,132542.3777
93.26203515,57916.47998,260.5075,0.047166671,132539.5888
93.08407354,57916.44612,260.50747,0.047561639,132538.1901
92.90712023,57916.41225,260.50745,0.047954513,132536.7913
92.73138616,57916.37839,260.50741,0.04833482,132535.3925
92.55709768,57916.34453,260.50739,0.048730661,132533.9938
92.38160026,57916.31066,260.50735,0.049110794,132532.6037
92.20778506,57916.2768,260.50732,0.049515012,132531.205
92.03517367,57916.24293,260.5073,0.049898636,132529.8062
91.86331336,57916.20907,260.50727,0.050295175,132528.4075
91.69223501,57916.17521,260.50724,0.050686129,132527.0174
91.5223656,57916.14134,260.50722,0.051072196,132525.6186
91.35542852,57916.10748,260.50719,0.051471702,132524.2199
91.18840913,57916.07361,260.50716,0.051845551,132522.8211
91.02134859,57916.03975,260.50713,0.05224017,132521.4224
90.85571305,57916.00589,260.5071,0.052616638,132520.0236
90.6918009,57915.97202,260.50707,0.053015446,132518.6248
90.52772413,57915.93816,260.50704,0.053396277,132517.9211
90.36403834,57915.90429,260.50701,0.053790372,132516.5397
90.20122711,57915.87043,260.50698,0.054180454,132515.141
90.04081832,57915.83657,260.50696,0.054573677,132513.7423
89.88014717,57915.8027,260.50693,0.054965678,132512.3956
89.72144634,57915.76884,260.50691,0.05535349,132511.0837
89.56350175,57915.76884,260.50688,0.055740081,132509.7719
89.40497583,57915.73498,260.50686,0.056123879,132508.46
89.24925877,57915.70111,260.50683,0.056524606,132507.1481
89.09253855,57915.66725,260.50681,0.056903867,132505.8362
88.7834143,57915.59952,260.50676,0.057688218,132503.1343
88.63013056,57915.59952,260.50674,0.058079346,132501.7442
88.47768023,57915.56566,260.50672,0.058477282,132500.3889
88.32460227,57915.53179,260.5067,0.058856542,132499.0857
