time,vind_kias,prs,tmp,alt_msl,curr_w
3114.8562,0.73667,30.09325,25.0232,867.27106,1810.86267
3115.05591,0.90225,30.09325,25.0232,867.27155,1810.86267
3115.2561,1.16481,30.09324,25.0232,867.27203,1810.85168
3115.45605,1.37823,30.09324,25.02319,867.27264,1810.85168
3115.65576,1.64731,30.09324,25.02319,867.27325,1810.85168
3115.8562,1.94913,30.09324,25.02319,867.27393,1810.85168
3116.0564,2.32966,30.09324,25.02319,867.27472,1810.85168
3116.25586,2.70683,30.09324,25.02319,867.27576,1810.85168
3116.45605,3.21123,30.09324,25.02319,867.27704,1810.83887
3116.65625,3.68354,30.09324,25.02318,867.27844,1810.83887
3116.85596,4.23208,30.09324,25.02318,867.28033,1810.83887
3117.05615,4.85894,30.09324,25.02317,867.28271,1810.83887
3117.2561,5.48838,30.09323,25.02317,867.28564,1810.83887
3117.45654,6.16378,30.09323,25.02316,867.28937,1810.82422
3117.65625,6.8716,30.09323,25.02315,867.29388,1810.82422
3117.8562,7.62062,30.09322,25.02314,867.29919,1810.82422
3118.05591,8.41597,30.09321,25.02313,867.3053,1810.82422
3118.2561,9.21629,30.09321,25.02312,867.31177,1810.82422
3118.45605,10.04744,30.0932,25.02311,867.3186,1810.80811
3118.65625,10.91482,30.09319,25.02309,867.32581,1810.80811
3118.85596,11.79894,30.09318,25.02307,867.33429,1810.80811
3119.05615,12.707,30.09317,25.02305,867.3454,1810.80811
3119.25586,13.62425,30.09316,25.02303,867.35962,1810.80811
3119.4563,14.5676,30.09314,25.02299,867.37573,1810.79077
3119.65601,15.51482,30.09313,25.02296,867.39075,1810.79077
3119.8562,16.4817,30.09312,25.02294,867.40271,1810.79077
3120.05615,17.45721,30.09311,25.02291,867.4151,1810.79077
3120.25586,18.43262,30.09309,25.02288,867.43323,1810.79077
3120.45605,19.41495,30.09306,25.02284,867.45593,1810.77319
3120.65649,20.40983,30.09304,25.0228,867.47375,1810.77319
3120.85645,21.40918,30.09303,25.02278,867.48352,1810.77319
3121.05615,22.40029,30.09302,25.02275,867.49622,1810.77319
3121.2561,23.40741,30.093,25.02271,867.51672,1810.77319
3121.45654,24.41189,30.09299,25.02269,867.52893,1810.75549
3121.65601,25.41404,30.09299,25.02269,867.52808,1810.75549
3121.85571,26.41413,30.09299,25.02268,867.53333,1810.75549
3122.05615,27.40743,30.09298,25.02267,867.53888,1810.75549
3122.2561,28.39944,30.09299,25.02269,867.52655,1810.75549
3122.45581,29.39028,30.093,25.02271,867.51465,1810.73767
3122.65601,30.37113,30.09301,25.02273,867.5058,1810.73767
3122.85596,31.35592,30.09303,25.02278,867.48126,1810.73767
3123.05615,32.3275,30.09306,25.02282,867.45795,1810.73767
3123.2561,33.29111,30.09308,25.02287,867.43463,1810.73767
3123.45605,34.2593,30.09311,25.02293,867.40582,1810.71924
3123.65649,35.21244,30.09313,25.02298,867.38055,1810.71924
3123.85596,36.16671,30.09316,25.02302,867.35754,1810.71924
3124.05615,37.10376,30.09318,25.02306,867.33868,1810.71924
3124.25586,38.03556,30.09319,25.02309,867.3241,1810.71924
3124.45605,38.95901,30.09319,25.02309,867.32361,1810.70129
3124.65625,39.8815,30.0932,25.0231,867.32178,1810.70129
3124.8562,40.78644,30.09318,25.02306,867.3418,1810.70129
3125.05615,41.68802,30.09316,25.02303,867.35675,1810.70129
3125.25586,42.57687,30.09313,25.02297,867.39178,1810.70129
3125.45581,43.45693,30.0931,25.02291,867.41998,1810.68323
3125.65601,44.33175,30.09306,25.02283,867.45953,1810.68323
3125.85596,45.19864,30.09303,25.02277,867.49017,1810.68323
3126.05591,46.05806,30.093,25.02271,867.52063,1810.68323
3126.2561,46.90752,30.09298,25.02267,867.54156,1810.68323
3126.45605,47.75608,30.09297,25.02265,867.55078,1810.66479
3126.65625,48.5954,30.09296,25.02264,867.55377,1810.66479
3126.8562,49.43145,30.09298,25.02267,867.53906,1810.66479
3127.05615,50.2482,30.09299,25.0227,867.52063,1810.66479
3127.25635,51.05719,30.09302,25.02275,867.495,1810.66479
3127.45654,51.86665,30.09305,25.02281,867.46338,1810.64661
3127.65674,52.65852,30.09307,25.02285,867.44324,1810.64661
3127.85596,53.44373,30.09309,25.02289,867.42505,1810.64661
3128.0564,54.21756,30.09309,25.02289,867.42542,1810.64661
3128.25635,54.97557,30.09308,25.02287,867.43915,1810.64661
3128.45654,55.72571,30.09306,25.02282,867.46478,1810.6283
3128.65649,56.46108,30.09302,25.02276,867.49438,1810.6283
3128.85645,57.19648,30.09299,25.02269,867.53107,1810.6283
3129.05664,57.93192,30.09296,25.02263,867.55957,1810.6283
3129.2561,58.63962,30.09293,25.02258,867.5885,1810.6283
3129.45654,59.32974,30.09289,25.0225,867.62524,1810.60974
3129.65674,60.00966,30.09286,25.02244,867.65961,1810.60974
0,0,0,0,0,0
3156.10596,0.5209,30.09327,25.02324,867.25201,1997.95801
3156.3064,0.5209,30.09327,25.02323,867.25238,1997.95801
3156.50586,0.73667,30.09327,25.02323,867.25281,1997.94849
3156.70581,0.73667,30.09327,25.02323,867.2533,1997.94849
3156.90601,0.90225,30.09327,25.02323,867.25378,1997.94849
3157.10596,1.16481,30.09327,25.02323,867.25439,1997.94849
3157.30591,1.37823,30.09326,25.02323,867.25513,1997.94849
3157.50586,1.64731,30.09326,25.02323,867.25574,1997.93701
3157.70557,1.94913,30.09326,25.02323,867.25641,1997.93701
3157.90552,2.27067,30.09326,25.02323,867.2572,1997.93701
3158.10571,2.70683,30.09326,25.02322,867.2583,1997.93701
3158.30566,3.12559,30.09326,25.02322,867.25952,1997.93701
3158.50562,3.57133,30.09326,25.02322,867.26111,1997.9231
3158.70581,4.10183,30.09325,25.02321,867.263,1997.9231
3158.90601,4.6884,30.09325,25.02321,867.26544,1997.9231
3159.10596,5.26117,30.09325,25.0232,867.26831,1997.9231
3159.30615,5.8937,30.09325,25.0232,867.27191,1997.9231
3159.50586,6.54805,30.09324,25.02319,867.27625,1997.90771
3159.70605,7.23706,30.09324,25.02318,867.28125,1997.90771
3159.90601,7.95173,30.09323,25.02317,867.28693,1997.90771
3160.10571,8.70134,30.09323,25.02316,867.29315,1997.90771
3160.30591,9.47759,30.09322,25.02314,867.29968,1997.90771
3160.50562,10.26124,30.09321,25.02313,867.3067,1997.89124
3160.70581,11.08749,30.09321,25.02311,867.31445,1997.89124
3160.90601,11.90199,30.09319,25.02309,867.3241,1997.89124
3161.10596,12.74964,30.09318,25.02307,867.336,1997.89124
3161.30591,13.60432,30.09317,25.02304,867.35071,1997.89124
3161.5061,14.47416,30.09315,25.02301,867.36615,1997.87402
3161.70581,15.36542,30.09314,25.02299,867.37927,1997.87402
3161.90601,16.24955,30.09313,25.02296,867.3905,1997.87402
3162.1062,17.13557,30.09312,25.02294,867.40417,1997.87402
3162.3064,18.03826,30.0931,25.0229,867.42365,1997.87402
3162.50562,18.94091,30.09307,25.02286,867.44446,1997.85608
3162.70557,19.84352,30.09306,25.02283,867.45868,1997.85608
3162.90625,20.75919,30.09305,25.02281,867.46747,1997.85608
3163.1062,21.67373,30.09303,25.02278,867.48181,1997.85608
3163.30591,22.58128,30.09302,25.02275,867.50134,1997.85608
3163.5061,23.4942,30.09301,25.02272,867.51044,1997.83838
3163.70605,24.40077,30.09301,25.02273,867.50922,1997.83838
3163.90625,25.31776,30.093,25.02272,867.51514,1997.83838
3164.1062,26.22338,30.09299,25.0227,867.52106,1997.83838
3164.30591,27.12877,30.09301,25.02272,867.50909,1997.83838
3164.50562,28.03397,30.09302,25.02275,867.4964,1997.82043
3164.70605,28.92961,30.09303,25.02276,867.48907,1997.82043
3164.90625,29.8211,30.09305,25.02281,867.46594,1997.82043
3165.1062,30.7088,30.09307,25.02286,867.44122,1997.82043
3165.30566,31.58873,30.09309,25.02289,867.42212,1997.82043
3165.50562,32.46572,30.09312,25.02295,867.3924,1997.802
3165.70581,33.33999,30.09315,25.023,867.36676,1997.802
3165.90601,34.20381,30.09317,25.02305,867.34399,1997.802
3166.1062,35.06183,30.09319,25.02309,867.32257,1997.802
3166.30591,35.91446,30.09321,25.02312,867.30627,1997.802
3166.5061,36.76578,30.09322,25.02314,867.29889,1997.78394
3166.70605,37.60144,30.09322,25.02315,867.29688,1997.78394
3166.90601,38.43304,30.09322,25.02314,867.30365,1997.78394
3167.10596,39.26085,30.0932,25.0231,867.32312,1997.78394
3167.31592,40.13924,30.09318,25.02306,867.34351,1997.78394
3167.51587,40.93256,30.09314,25.02299,867.37946,1997.76599
3167.71606,41.74007,30.09311,25.02294,867.40662,1997.76599
3167.91577,42.53862,30.09307,25.02285,867.44812,1997.76599
3168.11597,43.33185,30.09305,25.0228,867.47479,1997.76599
3168.31567,44.1139,30.09301,25.02274,867.5072,1997.76599
3168.51587,44.89441,30.09299,25.0227,867.52313,1997.74731
3168.71606,45.66456,30.09298,25.02267,867.53564,1997.74731
3168.91626,46.43362,30.09298,25.02268,867.53424,1997.74731
3169.1167,47.19015,30.09299,25.0227,867.52222,1997.74731
3169.31592,47.94324,30.09301,25.02273,867.5036,1997.74731
3169.51611,48.68745,30.09304,25.02279,867.47595,1997.72937
3169.71606,49.42596,30.09307,25.02285,867.44354,1997.72937
3169.9165,50.15359,30.0931,25.0229,867.41852,1997.72937
3170.11597,50.87082,30.09312,25.02294,867.39978,1997.72937
3170.31665,51.57808,30.09312,25.02295,867.39807,1997.72937
3170.5166,52.27317,30.09311,25.02294,867.40448,1997.71106
3170.71655,52.97963,30.0931,25.02291,867.4176,1997.71106
3170.9165,53.69449,30.09309,25.02289,867.42505,1997.71106
3171.1167,54.40743,30.09308,25.02287,867.43542,1997.71106
3171.31665,55.09392,30.09307,25.02284,867.45557,1997.71106
3171.5166,55.76952,30.09303,25.02277,867.48779,1997.6925
3171.71655,56.43704,30.093,25.02272,867.51794,1997.6925
3171.9165,57.09438,30.09298,25.02267,867.54205,1997.6925
3172.1167,57.75364,30.09296,25.02262,867.5614,1997.6925
3172.31616,58.40312,30.09297,25.02264,867.54895,1997.6925
3172.51636,59.04547,30.09301,25.02272,867.5069,1997.6925
3172.71191,59.66726,30.09304,25.0228,867.46954,1997.67395
3172.91211,60.26913,30.09307,25.02286,867.43964,1997.67395
3173.11182,60.86282,30.0931,25.02291,867.41333,1997.67395
3173.3125,61.46402,30.09313,25.02296,867.38635,1997.67395
3173.51245,62.07906,30.09315,25.02301,867.36383,1997.67395
0,0,0,0,0,0
3220.82593,0.5209,30.09328,25.02327,867.23456,2181.1084
3221.03613,0.5209,30.09328,25.02327,867.23499,2181.1084
3221.23682,0.73667,30.09328,25.02327,867.23541,2181.1084
3221.43579,0.73667,30.09328,25.02327,867.2359,2181.1084
3221.64624,1.04183,30.09328,25.02327,867.23651,2181.1084
3221.85596,1.16481,30.09328,25.02326,867.23706,2181.09692
3222.05591,1.37823,30.09328,25.02326,867.23779,2181.09692
3222.25098,1.72771,30.09328,25.02326,867.2384,2181.09692
3222.45605,2.01754,30.09328,25.02326,867.23907,2181.09692
3222.65576,2.32966,30.09328,25.02326,867.23999,2181.09692
3222.85645,2.7565,30.09328,25.02326,867.24109,2181.08374
3223.05591,3.1687,30.09328,25.02325,867.24237,2181.08374
3223.25586,3.64652,30.09327,25.02325,867.24408,2181.08374
3223.45605,4.13477,30.09327,25.02325,867.24609,2181.08374
3223.65625,4.6884,30.09327,25.02324,867.24847,2181.08374
3223.85596,5.26117,30.09327,25.02324,867.2514,2181.0686
3224.05566,5.84747,30.09327,25.02323,867.25488,2181.0686
3224.25586,6.46463,30.09326,25.02322,867.25903,2181.0686
3224.45605,7.12368,30.09325,25.02321,867.26392,2181.0686
3224.65601,7.77922,30.09325,25.0232,867.26935,2181.0686
3224.8562,8.48021,30.09324,25.02319,867.27533,2181.052
3225.05566,9.21629,30.09324,25.02318,867.28186,2181.052
3225.2561,9.95246,30.09323,25.02316,867.28888,2181.052
3225.45581,10.72673,30.09322,25.02315,867.29675,2181.052
3225.65576,11.49606,30.09321,25.02313,867.30615,2181.052
3225.85596,12.27244,30.0932,25.02311,867.31787,2181.03491
3226.05615,13.0754,30.09319,25.02308,867.33173,2181.03491
3226.25586,13.88078,30.09317,25.02305,867.34625,2181.03491
3226.45605,14.69743,30.09316,25.02303,867.35925,2181.03491
3226.65601,15.51482,30.09315,25.023,867.37067,2181.03491
3226.85571,16.34945,30.09314,25.02298,867.38324,2181.01685
3227.05615,17.17512,30.09312,25.02295,867.40082,2181.01685
3227.25586,18.00814,30.0931,25.0229,867.42139,2181.01685
3227.45605,18.83315,30.09308,25.02287,867.43793,2181.01685
3227.65625,19.67873,30.09307,25.02285,867.44745,2181.01685
3227.85571,20.52914,30.09306,25.02283,867.45795,2180.99927
3228.05542,21.35841,30.09304,25.0228,867.47589,2180.99927
3228.25562,22.1995,30.09303,25.02276,867.49127,2180.99927
3228.45557,23.03932,30.09302,25.02276,867.49341,2180.99927
3228.65552,23.87233,30.09302,25.02276,867.49323,2180.99927
3228.85596,24.71021,30.09302,25.02274,867.50183,2180.98096
3229.05591,25.54186,30.09301,25.02274,867.50171,2180.98096
3229.25586,26.37815,30.09303,25.02277,867.48657,2180.98096
3229.45605,27.20868,30.09304,25.02279,867.4776,2180.98096
3229.65601,28.03397,30.09305,25.0228,867.46899,2180.98096
3229.85596,28.85917,30.09307,25.02285,867.44373,2180.96265
3230.05566,29.67971,30.09309,25.0229,867.42169,2180.96265
3230.25562,30.49152,30.09311,25.02293,867.40271,2180.96265
3230.45605,31.29962,30.09314,25.02299,867.37292,2180.96265
3230.65601,32.10428,30.09317,25.02304,867.34894,2180.96265
3230.85596,32.90164,30.09319,25.02308,867.32709,2180.94434
3231.05566,33.6922,30.09321,25.02312,867.30597,2180.94434
3231.25562,34.47645,30.09323,25.02316,867.29028,2180.94434
3231.45581,35.25865,30.09324,25.02318,867.28162,2180.94434
3231.65625,36.02763,30.09324,25.02318,867.27924,2180.94434
3231.85571,36.79898,30.09324,25.02318,867.28174,2180.92603
3232.05591,37.55449,30.09322,25.02314,867.30005,2180.92603
3232.25586,38.30927,30.09321,25.02312,867.31445,2180.92603
3232.45557,39.05641,30.09317,25.02305,867.34772,2180.92603
3232.65552,39.80317,30.09315,25.023,867.37396,2180.92603
3232.85596,40.53951,30.09311,25.02293,867.4104,2180.90796
3233.05615,41.26601,30.09308,25.02287,867.44153,2180.90796
3233.2561,41.99286,30.09305,25.02281,867.47046,2180.90796
3233.45605,42.71051,30.09302,25.02276,867.49438,2180.90796
3233.65601,43.42881,30.09301,25.02273,867.50885,2180.90796
3233.8562,44.14157,30.093,25.02271,867.51544,2180.90796
3234.0564,44.84906,30.09301,25.02272,867.51062,2180.88965
3234.25635,45.54853,30.09302,25.02275,867.49713,2180.88965
3234.45605,46.23742,30.09304,25.02279,867.47339,2180.88965
3234.65601,46.91909,30.09307,25.02284,867.44855,2180.88965
3234.85645,47.6024,30.0931,25.02291,867.41553,2180.88965
3235.0564,48.27885,30.09312,25.02295,867.39539,2180.87158
3235.25659,48.95427,30.09315,25.023,867.36823,2180.87158
3235.45581,49.61776,30.09315,25.02302,867.36194,2180.87158
3235.65625,50.26979,30.09316,25.02304,867.35376,2180.87158
3235.85645,50.91348,30.09315,25.02301,867.36456,2180.87158
3236.05664,51.54913,30.09314,25.02298,867.38477,2180.85327
3236.25708,52.18224,30.09311,25.02292,867.41602,2180.85327
3236.4563,52.81803,30.09307,25.02286,867.44525,2180.85327
3236.65625,53.4488,30.09305,25.0228,867.47437,2180.85327
3236.85596,54.07723,30.09302,25.02276,867.49329,2180.85327
3237.0564,54.69348,30.09301,25.02272,867.51294,2180.83521
3237.25635,55.29059,30.09299,25.02268,867.53534,2180.83521
3237.45581,55.85704,30.09297,25.02265,867.54938,2180.83521
3237.65625,56.4154,30.09297,25.02266,867.54083,2180.83521
3237.85596,56.98972,30.09301,25.02272,867.50653,2180.83521
3238.05615,57.57716,30.09305,25.02281,867.45978,2180.81689
3238.2561,58.18199,30.09311,25.02292,867.40387,2180.81689
3238.45581,58.77829,30.09316,25.02304,867.34753,2180.81689
3238.65625,59.34346,30.09321,25.02311,867.31128,2180.81689
3238.85645,59.89197,30.09323,25.02316,867.28705,2180.81689
3239.05615,60.4355,30.09325,25.0232,867.26434,2180.79858
3239.2561,60.99421,30.09328,25.02326,867.23596,2180.79858
3239.45654,61.55446,30.09332,25.02334,867.19556,2180.79858
3239.65625,62.10966,30.09336,25.02343,867.15039,2180.79858
3239.8562,62.64911,30.09341,25.02351,867.10712,2180.79858
3240.0564,63.17966,30.09344,25.02358,867.07208,2180.77979
3240.25684,63.40904,30.09346,25.02361,867.05774,2180.77979
3240.45654,64.016,30.09349,25.02367,867.03143,2180.77979
0,0,0,0,0,0
3277.09595,0.5209,30.0933,25.0233,867.21674,2360.70142
3277.29565,0.5209,30.0933,25.0233,867.21729,2360.70142
3277.49609,0.5209,30.0933,25.0233,867.21783,2360.69238
3277.6958,0.73667,30.0933,25.0233,867.21838,2360.69238
3277.89551,0.90225,30.0933,25.0233,867.21887,2360.69238
3278.0957,1.04183,30.0933,25.0233,867.21936,2360.69238
3278.2959,1.16481,30.0933,25.0233,867.21997,2360.69238
3278.49585,1.37823,30.0933,25.0233,867.22058,2360.69238
3278.69604,1.56277,30.0933,25.0233,867.22119,2360.68042
3278.89624,1.87823,30.0933,25.02329,867.22186,2360.68042
3279.0957,2.14784,30.0933,25.02329,867.2226,2360.68042
3279.2915,2.49829,30.0933,25.02329,867.22345,2360.68042
3279.4917,2.90042,30.0933,25.02329,867.22455,2360.68042
3279.69165,3.29466,30.09329,25.02329,867.22595,2360.66626
3279.89111,3.75649,30.09329,25.02328,867.22766,2360.66626
3280.09277,4.23208,30.09329,25.02328,867.2298,2360.66626
3280.29272,4.77443,30.09329,25.02327,867.23236,2360.66626
3280.49316,5.3125,30.09328,25.02327,867.23547,2360.66626
3280.69409,5.87063,30.09328,25.02326,867.23932,2360.65063
3280.89429,6.46463,30.09327,25.02325,867.2439,2360.65063
3281.09448,7.08548,30.09327,25.02324,867.24902,2360.65063
3281.29492,7.70914,30.09327,25.02323,867.25452,2360.65063
3281.49561,8.38366,30.09326,25.02322,867.26044,2360.65063
3281.6958,9.05289,30.09325,25.02321,867.26654,2360.63403
3281.89575,9.75973,30.09324,25.0232,867.27301,2360.63403
3282.09595,10.45771,30.09324,25.02318,867.28052,2360.63403
3282.29614,11.18497,30.09323,25.02316,867.28986,2360.63403
3282.49609,11.92477,30.09322,25.02314,867.30188,2360.63403
3282.69629,12.66421,30.0932,25.02311,867.3161,2360.6167
3282.896,13.41348,30.09319,25.02308,867.33032,2360.6167
3283.09595,14.171,30.09318,25.02306,867.34241,2360.6167
3283.2959,14.93553,30.09317,25.02304,867.35242,2360.6167
3283.49609,15.70604,30.09315,25.02302,867.36395,2360.6167
3283.69556,16.44873,30.09314,25.02299,867.38019,2360.59937
3283.89575,17.24607,30.09312,25.02294,867.40149,2360.59937
3284.09595,18.02321,30.0931,25.02291,867.41864,2360.59937
3284.2959,18.79709,30.09309,25.02289,867.4278,2360.59937
3284.49561,19.58196,30.09308,25.02287,867.43591,2360.59937
3284.6958,20.35657,30.09307,25.02284,867.45178,2360.58105
3284.896,21.12847,30.09305,25.02281,867.46948,2360.58105
3285.0957,21.91034,30.09304,25.02279,867.4751,2360.58105
3285.2959,22.68918,30.09304,25.0228,867.4729,2360.58105
3285.49561,23.45952,30.09304,25.02279,867.47827,2360.58105
3285.69556,24.23338,30.09303,25.02278,867.48438,2360.56323
3285.89551,24.99955,30.09304,25.02279,867.47498,2360.56323
3286.09546,25.76928,30.09305,25.02282,867.46155,2360.56323
3286.29565,26.53713,30.09306,25.02283,867.45496,2360.56323
3286.49585,27.29333,30.09308,25.02286,867.43774,2360.56323
3286.6958,28.04365,30.09311,25.02291,867.41211,2360.54517
3286.89624,28.79798,30.09312,25.02295,867.3916,2360.54517
3287.0957,29.54224,30.09315,25.023,867.36847,2360.54517
3287.2959,30.28613,30.09317,25.02305,867.3429,2360.54517
3287.49561,31.02967,30.09319,25.0231,867.32019,2360.54517
3287.69556,31.76863,30.09322,25.02314,867.29877,2360.52661
3287.89575,32.49496,30.09324,25.02317,867.28223,2360.52661
3288.09546,33.21767,30.09325,25.02321,867.26434,2360.52661
3288.29565,33.93698,30.09326,25.02322,867.25934,2360.52661
3288.49561,34.6531,30.09326,25.02322,867.25909,2360.52661
3288.69556,35.36624,30.09326,25.02322,867.26031,2360.5083
3288.89624,36.0728,30.09324,25.02318,867.28052,2360.5083
3289.09595,36.77316,30.09323,25.02316,867.29266,2360.5083
3289.29565,37.46768,30.0932,25.0231,867.32312,2360.5083
3289.49585,38.15666,30.09317,25.02304,867.35034,2360.5083
3289.69556,38.84391,30.09314,25.02299,867.38037,2360.48975
3289.89551,39.52264,30.09311,25.02292,867.41364,2360.48975
3290.09546,40.19666,30.09308,25.02287,867.43854,2360.48975
3290.29565,40.8662,30.09305,25.02282,867.46417,2360.48975
3290.49536,41.53476,30.09304,25.02279,867.4798,2360.48975
3290.6958,42.19593,30.09303,25.02277,867.48682,2360.47168
3290.89551,42.85324,30.09303,25.02276,867.48932,2360.47168
3291.09595,43.50998,30.09304,25.02279,867.47656,2360.47168
3291.29565,44.15694,30.09305,25.02281,867.46509,2360.47168
3291.49561,44.80668,30.09308,25.02286,867.43695,2360.47168
3291.69604,45.44713,30.0931,25.0229,867.41809,2360.45312
3291.89575,46.08162,30.09313,25.02296,867.38635,2360.45312
3292.0957,46.70459,30.09315,25.023,867.36908,2360.45312
3292.29565,47.31937,30.09317,25.02304,867.34753,2360.45312
3292.49561,47.92908,30.09318,25.02306,867.34149,2360.45312
3292.6958,48.53673,30.09318,25.02306,867.34039,2360.43506
3292.89575,49.13963,30.09317,25.02304,867.35034,2360.43506
3293.0957,49.74067,30.09315,25.02301,867.36493,2360.43506
3293.29565,50.33453,30.09313,25.02297,867.38837,2360.43506
3293.49609,50.92681,30.09311,25.02293,867.40729,2360.43506
3293.6958,51.507,30.09308,25.02287,867.43646,2360.4165
3293.896,52.08855,30.09307,25.02284,867.45355,2360.4165
3294.09595,52.66109,30.09304,25.02279,867.47711,2360.4165
3294.2959,53.22238,30.09302,25.02276,867.4939,2360.4165
3294.49585,53.77529,30.09301,25.02274,867.50439,2360.4165
3294.6958,54.32757,30.09302,25.02275,867.49213,2360.39795
3294.89575,54.87923,30.09306,25.02283,867.45227,2360.39795
3295.09619,55.44499,30.09311,25.02292,867.40491,2360.39795
3295.29614,56.0123,30.09316,25.02303,867.35162,2360.39795
3295.49609,56.58831,30.09321,25.02312,867.30298,2360.39795
3295.6958,57.15376,30.09326,25.02323,867.25262,2360.37915
3295.896,57.71368,30.09331,25.02331,867.20856,2360.37915
3296.09619,58.26588,30.09334,25.02338,867.17413,2360.37915
3296.2959,58.8106,30.09338,25.02345,867.13867,2360.37915
3296.49585,59.3526,30.09341,25.02352,867.10181,2360.37915
3296.6958,59.8897,30.09346,25.02361,867.05768,2360.36084
3296.896,60.4063,30.0935,25.02369,867.0177,2360.36084
3297.09595,60.90739,30.09353,25.02375,866.98676,2360.36084
3297.29614,61.39554,30.09356,25.02382,866.95642,2360.36084
3297.49585,61.88861,30.09359,25.02387,866.9248,2360.36084
3297.6958,62.40388,30.09363,25.02395,866.88525,2360.36084
3297.89575,62.91063,30.09367,25.02403,866.84668,2360.34229
3298.09595,63.39192,30.09369,25.02408,866.82367,2360.34229
3298.29614,63.84196,30.0937,25.02409,866.82196,2360.34229
3298.49609,64.26774,30.09369,25.02407,866.82819,2360.34229
3298.69604,64.69071,30.09368,25.02406,866.83789,2360.34229
0,0,0,0,0,0
3321.70557,0.5209,30.09332,25.02334,867.19885,2549.9436
3321.90063,0.5209,30.09332,25.02334,867.19922,2549.9436
3322.10571,0.73667,30.09332,25.02334,867.19977,2549.93262
3322.31567,0.90225,30.09332,25.02334,867.20032,2549.93262
3322.51562,1.04183,30.09332,25.02334,867.20093,2549.93262
3322.72632,1.27599,30.09332,25.02333,867.20154,2549.93262
3322.92578,1.47339,30.09332,25.02333,867.20203,2549.93262
3323.12573,1.80454,30.09332,25.02333,867.20264,2549.91992
3323.32617,2.08371,30.09332,25.02333,867.20337,2549.91992
3323.52588,2.44337,30.09332,25.02333,867.20404,2549.91992
3323.72583,2.80529,30.09332,25.02333,867.20514,2549.91992
3323.92578,3.21123,30.09331,25.02332,867.20636,2549.91992
3324.12573,3.64652,30.09331,25.02332,867.20782,2549.90503
3324.33545,4.13477,30.09331,25.02332,867.20984,2549.90503
3324.53564,4.63016,30.09331,25.02331,867.21204,2549.90503
3324.73535,5.1306,30.0933,25.02331,867.21497,2549.90503
3324.93579,5.68272,30.0933,25.0233,867.21844,2549.90503
3325.1355,6.22947,30.0933,25.02329,867.22266,2549.88892
3325.33545,6.8121,30.09329,25.02328,867.22748,2549.88892
3325.5354,7.42218,30.09328,25.02327,867.23291,2549.88892
3325.7356,8.05346,30.09328,25.02326,867.23846,2549.88892
3325.92578,8.68573,30.09327,25.02325,867.24438,2549.88892
3326.12085,9.30421,30.09327,25.02324,867.25031,2549.87183
3326.32568,9.96609,30.09326,25.02323,867.25714,2549.87183
3326.52124,10.62505,30.09325,25.02321,867.26489,2549.87183
3326.71558,11.2816,30.09324,25.02319,867.27472,2549.87183
3326.91577,11.98153,30.09323,25.02317,867.28748,2549.87183
3327.11548,12.68563,30.09322,25.02314,867.30157,2549.854
3327.31616,13.3831,30.09321,25.02311,867.315,2549.854
3327.51587,14.08456,30.09319,25.02309,867.32611,2549.854
3327.71069,14.8078,30.09318,25.02307,867.336,2549.854
3327.91553,15.54103,30.09317,25.02305,867.34882,2549.854
3328.11572,16.24955,30.09315,25.02301,867.36627,2549.83618
3328.31567,16.96047,30.09313,25.02297,867.38617,2549.83618
3328.51587,17.68118,30.09312,25.02294,867.40118,2549.83618
3328.71558,18.40316,30.09311,25.02293,867.40912,2549.83618
3328.91577,19.12626,30.0931,25.02291,867.4176,2549.83618
3329.11572,19.84352,30.09308,25.02288,867.43402,2549.81787
3329.31592,20.56876,30.09307,25.02284,867.45062,2549.81787
3329.51074,21.28842,30.09306,25.02283,867.45514,2549.81787
3329.71558,21.99687,30.09307,25.02284,867.45276,2549.81787
3329.91577,22.71907,30.09306,25.02283,867.45795,2549.81787
3330.11572,23.43638,30.09305,25.02282,867.46436,2549.79956
3330.31543,24.14362,30.09306,25.02283,867.45587,2549.79956
3330.51562,24.85803,30.09307,25.02286,867.44183,2549.79956
3330.71582,25.56841,30.09308,25.02287,867.43555,2549.79956
3330.91577,26.26474,30.09309,25.02289,867.42303,2549.79956
3331.11548,26.96825,30.09312,25.02294,867.39911,2549.78149
3331.31543,27.66858,30.09314,25.02298,867.37946,2549.78149
3331.51587,28.36598,30.09315,25.02302,867.35992,2549.78149
3331.71582,29.05597,30.09318,25.02307,867.33398,2549.78149
3331.91064,29.74364,30.09321,25.02312,867.31079,2549.78149
3332.11597,30.4247,30.09323,25.02316,867.28857,2549.76318
3332.31567,31.10392,30.09324,25.0232,867.27045,2549.76318
3332.51587,31.77717,30.09326,25.02323,867.25403,2549.76318
3332.71606,32.44064,30.09328,25.02325,867.24152,2549.76318
3332.92603,33.15225,30.09328,25.02325,867.24182,2549.76318
3333.1106,33.78069,30.09328,25.02326,867.23816,2549.74487
3333.31543,34.41736,30.09327,25.02324,867.24878,2549.74487
3333.51587,35.0657,30.09325,25.02321,867.26642,2549.74487
3333.71558,35.71367,30.09324,25.02318,867.28082,2549.74487
3333.91577,36.35381,30.09321,25.02312,867.31445,2549.74487
3334.11572,36.99022,30.09318,25.02307,867.33679,2549.74487
3334.31543,37.62668,30.09315,25.02301,867.37073,2549.72656
3334.51538,38.2561,30.09312,25.02295,867.39978,2549.72656
